lnc	gname	DBD	DBR_ID	DBR	DBR_chr	DBR_start	DBR_end	DBR_span	DBR_RBR_count	DBR_TFO_count	DBR_RBR_span	DBR_TFO_abj1	DBR_TFO_abj2	DBR_score	DBR_error_rate	DBR_gc_error	BR_list
lnc_inter_chr10_9000	Actr8	29	lnc_inter_chr10_9000_Actr8_DBR1	1	chr10	2832	2863	31	1	64	58	2.603085553997195	166.59747545582047	18.234375	0.18109375	0.005734375	lnc_inter_chr10_9000_DBR1_Actr8_RBR1
lnc_inter_chr10_9000	Adamts6	29	lnc_inter_chr10_9000_Adamts6_DBR5	5	chr10	2832	2863	31	2	47	83	3.8955341950505984	103.9697453655333	17.324660633484164	0.1872850678733032	0.02449321266968325	lnc_inter_chr10_9000_DBR5_Adamts6_RBR1,lnc_inter_chr10_9000_DBR5_Adamts6_RBR2
lnc_inter_chr10_9000	Aebp2	29	lnc_inter_chr10_9000_Aebp2_DBR4	4	chr10	2832	2863	31	1	49	55	2.504646840148699	122.72769516728626	18.142857142857142	0.17183673469387756	0.01720408163265306	lnc_inter_chr10_9000_DBR4_Aebp2_RBR1
lnc_inter_chr10_9000	Aen	29	lnc_inter_chr10_9000_Aen_DBR3	3	chr10	2834	2863	29	3	15	79	3.9064516129032256	20.758064516129032	16.22222222222222	0.19777777777777775	0.02881481481481481	lnc_inter_chr10_9000_DBR3_Aen_RBR2,lnc_inter_chr10_9000_DBR3_Aen_RBR3,lnc_inter_chr10_9000_DBR3_Aen_RBR4
lnc_inter_chr10_9000	Agrn	29	lnc_inter_chr10_9000_Agrn_DBR2	2	chr10	2834	2863	29	1	20	26	1.244019138755981	24.880382775119617	17.35	0.169	0.0163	lnc_inter_chr10_9000_DBR2_Agrn_RBR7
lnc_inter_chr10_9000	Akirin2	29	lnc_inter_chr10_9000_Akirin2_DBR1	1	chr10	2834	2863	29	1	24	24	1.1383399209486167	27.3201581027668	17.708333333333332	0.15833333333333333	0.005375	lnc_inter_chr10_9000_DBR1_Akirin2_RBR1
lnc_inter_chr10_9000	Alg6	29	lnc_inter_chr10_9000_Alg6_DBR1	1	chr10	2835	2863	28	1	30	27	1.2423312883435582	37.26993865030675	18.266666666666666	0.15766666666666668	0.00293333333333333	lnc_inter_chr10_9000_DBR1_Alg6_RBR2
lnc_inter_chr10_9000	Anapc1	29	lnc_inter_chr10_9000_Anapc1_DBR1	1	chr10	2832	2863	31	1	41	34	1.5119305856832972	61.98915401301519	18.804878048780488	0.16219512195121952	0.01165853658536585	lnc_inter_chr10_9000_DBR1_Anapc1_RBR1
lnc_inter_chr10_9000	Antxr2	29	lnc_inter_chr10_9000_Antxr2_DBR1	1	chr10	2834	2863	29	2	31	52	2.403432930705658	38.44996821360458	17.702380952380953	0.18071428571428572	0.03232142857142857	lnc_inter_chr10_9000_DBR1_Antxr2_RBR2,lnc_inter_chr10_9000_DBR1_Antxr2_RBR3
lnc_inter_chr10_9000	Anxa7	29	lnc_inter_chr10_9000_Anxa7_DBR1	1	chr10	2834	2863	29	1	62	42	1.7921541637990366	111.11355815554026	19.661290322580644	0.16	0.00475806451612903	lnc_inter_chr10_9000_DBR1_Anxa7_RBR1
lnc_inter_chr10_9000	Ap1g1	29	lnc_inter_chr10_9000_Ap1g1_DBR1	1	chr10	2834	2863	29	1	45	37	1.6291585127201564	73.31213307240704	19.08888888888889	0.158	0.00575555555555555	lnc_inter_chr10_9000_DBR1_Ap1g1_RBR1
lnc_inter_chr10_9000	Arcn1	29	lnc_inter_chr10_9000_Arcn1_DBR1	1	chr10	2832	2863	31	1	42	37	1.61875	67.9875	19.11904761904762	0.16214285714285714	0.00719047619047619	lnc_inter_chr10_9000_DBR1_Arcn1_RBR2
lnc_inter_chr10_9000	Arl5a	29	lnc_inter_chr10_9000_Arl5a_DBR2	2	chr10	2834	2863	29	1	42	36	1.5983086680761098	67.12896405919662	18.714285714285715	0.16738095238095238	0.01042857142857142	lnc_inter_chr10_9000_DBR2_Arl5a_RBR1
lnc_inter_chr10_9000	Arl8b	29	lnc_inter_chr10_9000_Arl8b_DBR1	1	chr10	2832	2863	31	2	19	65	3.156795012216699	30.049372314432553	16.773809523809526	0.18529761904761904	0.06228571428571428	lnc_inter_chr10_9000_DBR1_Arl8b_RBR2,lnc_inter_chr10_9000_DBR1_Arl8b_RBR3
lnc_inter_chr10_9000	Arntl	29	lnc_inter_chr10_9000_Arntl_DBR1	1	chr10	2832	2863	31	1	39	33	1.4476940382452193	56.46006749156355	18.871794871794872	0.16976923076923078	0.01997435897435897	lnc_inter_chr10_9000_DBR1_Arntl_RBR2
lnc_inter_chr10_9000	Arsa	29	lnc_inter_chr10_9000_Arsa_DBR1	1	chr10	2840	2863	23	1	2	23	1.15	2.3	16.5	0.175	0.025	lnc_inter_chr10_9000_DBR1_Arsa_RBR1
lnc_inter_chr10_9000	Adcy6	30	lnc_inter_chr10_9000_Adcy6_DBR1	1	chr10	3106	3132	26	1	2	22	1.0232558139534884	2.046511627906977	17.5	0.185	0.745	lnc_inter_chr10_9000_DBR1_Adcy6_RBR1
lnc_inter_chr10_9000	Apeh	30	lnc_inter_chr10_9000_Apeh_DBR1	1	chr10	3110	3133	23	1	2	23	1.15	2.3	16	0.2	0.75	lnc_inter_chr10_9000_DBR1_Apeh_RBR1
lnc_inter_chr10_9000	Ankrd27	30	lnc_inter_chr10_9000_Ankrd27_DBR1	1	chr10	3107	3135	28	1	2	28	1.1914893617021276	2.382978723404255	19	0.19	0.765	lnc_inter_chr10_9000_DBR1_Ankrd27_RBR1
lnc_inter_chr10_9000	Abcd2	31	lnc_inter_chr10_9000_Abcd2_DBR4	4	chr10	4829	4857	28	1	2	22	1.0476190476190477	2.0952380952380953	17	0.19	0.355	lnc_inter_chr10_9000_DBR4_Abcd2_RBR2
lnc_inter_chr10_9000	Aen	31	lnc_inter_chr10_9000_Aen_DBR4	4	chr10	4837	4857	20	1	2	26	1.3	2.6	16	0.2	0.45	lnc_inter_chr10_9000_DBR4_Aen_RBR1
lnc_inter_chr10_9000	Ankrd28	31	lnc_inter_chr10_9000_Ankrd28_DBR3	3	chr10	4830	4857	27	1	3	29	1.318181818181818	3.954545454545454	17.666666666666668	0.19666666666666668	0.42333333333333334	lnc_inter_chr10_9000_DBR3_Ankrd28_RBR1
lnc_inter_chr10_9000	A430005L14Rik	31	lnc_inter_chr10_9000_A430005L14Rik_DBR3	3	chr10	4814	4859	45	1	6	26	1.21875	7.3125	17.166666666666668	0.195	0.3983333333333333	lnc_inter_chr10_9000_DBR3_A430005L14Rik_RBR2
lnc_inter_chr10_9000	Aox3	31	lnc_inter_chr10_9000_Aox3_DBR5	5	chr10	4823	4859	36	1	33	59	2.202488687782805	72.68212669683257	21.575757575757574	0.19424242424242424	0.30393939393939395	lnc_inter_chr10_9000_DBR5_Aox3_RBR1
lnc_inter_chr10_9000	Arap2	31	lnc_inter_chr10_9000_Arap2_DBR4	4	chr10	4815	4861	46	1	14	30	1.3084112149532712	18.317757009345797	18.5	0.1928571428571429	0.3107142857142857	lnc_inter_chr10_9000_DBR4_Arap2_RBR1
lnc_inter_chr10_9000	Abcb7	31	lnc_inter_chr10_9000_Abcb7_DBR3	3	chr10	4814	4863	49	1	125	69	2.405857740585774	300.73221757322176	23.376	0.18528	0.39344	lnc_inter_chr10_9000_DBR3_Abcb7_RBR1
lnc_inter_chr10_9000	Adamts6	31	lnc_inter_chr10_9000_Adamts6_DBR6	6	chr10	4817	4863	46	1	45	73	2.954136690647482	132.9361510791367	19.933333333333337	0.1928888888888889	0.4062222222222222	lnc_inter_chr10_9000_DBR6_Adamts6_RBR5
lnc_inter_chr10_9000	Aebp2	31	lnc_inter_chr10_9000_Aebp2_DBR6	6	chr10	4815	4863	48	1	21	27	1.2115384615384617	25.442307692307693	18.095238095238095	0.1871428571428571	0.3233333333333333	lnc_inter_chr10_9000_DBR6_Aebp2_RBR2
lnc_inter_chr10_9000	Ankrd46	31	lnc_inter_chr10_9000_Ankrd46_DBR3	3	chr10	4817	4863	46	1	34	34	1.1905252317198765	40.4778578784758	24.176470588235293	0.15411764705882353	0.3729411764705882	lnc_inter_chr10_9000_DBR3_Ankrd46_RBR1
lnc_inter_chr10_9000	Arhgef19	31	lnc_inter_chr10_9000_Arhgef19_DBR3	3	chr10	4821	4863	42	1	16	24	1.094017094017094	17.504273504273506	18.0625	0.178125	0.384375	lnc_inter_chr10_9000_DBR3_Arhgef19_RBR1
lnc_inter_chr10_9000	Arid1b	31	lnc_inter_chr10_9000_Arid1b_DBR4	4	chr10	4818	4865	47	1	42	51	2.0497607655502392	86.08995215311005	20.047619047619047	0.19333333333333333	0.4080952380952381	lnc_inter_chr10_9000_DBR4_Arid1b_RBR2
lnc_inter_chr10_9000	0610010F05Rik	31	lnc_inter_chr10_9000_0610010F05Rik_DBR4	4	chr10	4817	4867	50	1	220	89	3.0202066944315904	664.4454727749498	24.73636363636364	0.1606818181818182	0.3608636363636364	lnc_inter_chr10_9000_DBR4_0610010F05Rik_RBR1
lnc_inter_chr10_9000	Abca8a	31	lnc_inter_chr10_9000_Abca8a_DBR4	4	chr10	4814	4867	53	1	291	76	2.5674483399117713	747.1274669143255	25.195876288659793	0.1493470790378007	0.3897250859106529	lnc_inter_chr10_9000_DBR4_Abca8a_RBR4
lnc_inter_chr10_9000	Arpp19	31	lnc_inter_chr10_9000_Arpp19_DBR3	3	chr10	4817	4867	50	1	260	105	3.63225119744545	944.3853113358168	24.51153846153846	0.15311538461538465	0.3945	lnc_inter_chr10_9000_DBR3_Arpp19_RBR1
lnc_inter_chr10_9000	Agtr1a	32	lnc_inter_chr10_9000_Agtr1a_DBR5	5	chr10	5222	5244	22	1	15	55	2.75	41.25	16	0.2	0.5233333333333333	lnc_inter_chr10_9000_DBR5_Agtr1a_RBR1
lnc_inter_chr10_9000	AI987944	32	lnc_inter_chr10_9000_AI987944_DBR1	1	chr10	5215	5259	44	2	6	63	2.990291262135922	10.95145631067961	17.8	0.167	0.6060000000000001	lnc_inter_chr10_9000_DBR1_AI987944_RBR2,lnc_inter_chr10_9000_DBR1_AI987944_RBR3
lnc_inter_chr10_9000	Agtr1a	33	lnc_inter_chr10_9000_Agtr1a_DBR6	6	chr10	5431	5451	20	1	4	36	1.8	7.2	16	0.2	0.05	lnc_inter_chr10_9000_DBR6_Agtr1a_RBR1
lnc_inter_chr10_9000	Abcd2	33	lnc_inter_chr10_9000_Abcd2_DBR5	5	chr10	5431	5456	25	1	2	25	1.1111111111111112	2.2222222222222223	18	0.2	0.045	lnc_inter_chr10_9000_DBR5_Abcd2_RBR5
lnc_inter_chr10_9000	Aggf1	33	lnc_inter_chr10_9000_Aggf1_DBR2	2	chr10	5431	5458	27	1	2	28	1.0769230769230769	2.1538461538461537	21.5	0.175	0.0185	lnc_inter_chr10_9000_DBR2_Aggf1_RBR1
lnc_inter_chr10_9000	Ap2m1	33	lnc_inter_chr10_9000_Ap2m1_DBR3	3	chr10	5436	5458	22	1	2	22	1.0232558139534884	2.046511627906977	17.5	0.185	0.0225	lnc_inter_chr10_9000_DBR3_Ap2m1_RBR2
lnc_inter_chr10_9000	Arsa	33	lnc_inter_chr10_9000_Arsa_DBR2	2	chr10	5437	5464	27	1	2	21	1.024390243902439	2.048780487804878	16.5	0.195	0	lnc_inter_chr10_9000_DBR2_Arsa_RBR1
lnc_inter_chr10_9000	Aarsd1	33	lnc_inter_chr10_9000_Aarsd1_DBR2	2	chr10	5431	5467	36	1	6	31	1.5	9	16.666666666666668	0.19333333333333336	0	lnc_inter_chr10_9000_DBR2_Aarsd1_RBR1
lnc_inter_chr10_9000	0610010F05Rik	33	lnc_inter_chr10_9000_0610010F05Rik_DBR5	5	chr10	5444	5468	24	1	2	24	1.2	2.4	16	0.2	0	lnc_inter_chr10_9000_DBR5_0610010F05Rik_RBR3
lnc_inter_chr10_9000	Anxa5	33	lnc_inter_chr10_9000_Anxa5_DBR3	3	chr10	5454	5474	20	1	2	25	1.25	2.5	16	0.2	0	lnc_inter_chr10_9000_DBR3_Anxa5_RBR2
lnc_inter_chr10_9000	Abca8a	33	lnc_inter_chr10_9000_Abca8a_DBR5	5	chr10	5431	5481	50	1	3	21	1.0327868852459017	3.098360655737705	16.333333333333332	0.19666666666666668	0	lnc_inter_chr10_9000_DBR5_Abca8a_RBR1
lnc_inter_chr10_9000	Afg3l2	33	lnc_inter_chr10_9000_Afg3l2_DBR2	2	chr10	5431	5481	50	1	3	21	1.0327868852459017	3.098360655737705	16.333333333333332	0.19666666666666668	0	lnc_inter_chr10_9000_DBR2_Afg3l2_RBR2
lnc_inter_chr10_9000	Aox3	33	lnc_inter_chr10_9000_Aox3_DBR6	6	chr10	5431	5481	50	1	3	21	1.0327868852459017	3.098360655737705	16.333333333333332	0.19666666666666668	0	lnc_inter_chr10_9000_DBR6_Aox3_RBR2
lnc_inter_chr10_9000	Actn4	33	lnc_inter_chr10_9000_Actn4_DBR2	2	chr10	5431	5482	51	1	5	21	1.019417475728155	5.097087378640777	16.6	0.194	0.0192	lnc_inter_chr10_9000_DBR2_Actn4_RBR1
lnc_inter_chr10_9000	2900026A02Rik	33	lnc_inter_chr10_9000_2900026A02Rik_DBR2	2	chr10	5431	5490	59	2	5	41	2.037037037037037	5.148148148148148	16.125	0.19875	0.025	lnc_inter_chr10_9000_DBR2_2900026A02Rik_RBR1,lnc_inter_chr10_9000_DBR2_2900026A02Rik_RBR2
lnc_inter_chr10_9000	Acbd4	33	lnc_inter_chr10_9000_Acbd4_DBR4	4	chr10	5431	5490	59	1	11	22	1.070796460176991	11.778761061946902	16.545454545454547	0.19454545454545455	0	lnc_inter_chr10_9000_DBR4_Acbd4_RBR1
lnc_inter_chr10_9000	Adamts6	33	lnc_inter_chr10_9000_Adamts6_DBR8	8	chr10	5431	5490	59	2	86	80	3.1764928640742234	153.61279022981705	20.04092071611253	0.19238704177323104	0.00891389599317988	lnc_inter_chr10_9000_DBR8_Adamts6_RBR1,lnc_inter_chr10_9000_DBR8_Adamts6_RBR2
lnc_inter_chr10_9000	Adh5	33	lnc_inter_chr10_9000_Adh5_DBR2	2	chr10	5437	5490	53	2	7	57	2.834710743801653	12.008264462809915	16.083333333333336	0.19916666666666663	0	lnc_inter_chr10_9000_DBR2_Adh5_RBR1,lnc_inter_chr10_9000_DBR2_Adh5_RBR2
lnc_inter_chr10_9000	Alyref	33	lnc_inter_chr10_9000_Alyref_DBR2	2	chr10	5431	5490	59	1	5	26	1.238095238095238	6.190476190476191	16.8	0.2	0	lnc_inter_chr10_9000_DBR2_Alyref_RBR1
lnc_inter_chr10_9000	Arel1	33	lnc_inter_chr10_9000_Arel1_DBR2	2	chr10	5432	5492	60	1	6	29	1.318181818181818	7.909090909090908	17.666666666666668	0.19666666666666668	0	lnc_inter_chr10_9000_DBR2_Arel1_RBR2
lnc_inter_chr10_9000	Agtr1a	33	lnc_inter_chr10_9000_Agtr1a_DBR7	7	chr10	5470	5493	23	1	2	35	1.6666666666666667	3.3333333333333335	17	0.19	0	lnc_inter_chr10_9000_DBR7_Agtr1a_RBR1
lnc_inter_chr10_9000	Arl8b	33	lnc_inter_chr10_9000_Arl8b_DBR2	2	chr10	5431	5493	62	2	8	51	2.331288343558282	10.319018404907975	18	0.16714285714285715	0.03421428571428572	lnc_inter_chr10_9000_DBR2_Arl8b_RBR2,lnc_inter_chr10_9000_DBR2_Arl8b_RBR3
lnc_inter_chr10_9000	Aen	33	lnc_inter_chr10_9000_Aen_DBR6	6	chr10	5431	5495	64	2	19	58	2.706239577888947	25.42965230593096	17.238636363636363	0.19329545454545455	0.0065	lnc_inter_chr10_9000_DBR6_Aen_RBR3,lnc_inter_chr10_9000_DBR6_Aen_RBR4
lnc_inter_chr10_9000	2610507B11Rik	33	lnc_inter_chr10_9000_2610507B11Rik_DBR2	2	chr10	5431	5504	73	2	99	63	2.472518782127323	145.30684064847765	20.505102040816325	0.19255102040816327	0.00168367346938775	lnc_inter_chr10_9000_DBR2_2610507B11Rik_RBR1,lnc_inter_chr10_9000_DBR2_2610507B11Rik_RBR2
lnc_inter_chr10_9000	Acp6	33	lnc_inter_chr10_9000_Acp6_DBR3	3	chr10	5431	5504	73	3	103	105	4.26441056942877	185.89732055337433	19.469893402477673	0.19065110919043504	0.01736704119850187	lnc_inter_chr10_9000_DBR3_Acp6_RBR1,lnc_inter_chr10_9000_DBR3_Acp6_RBR2,lnc_inter_chr10_9000_DBR3_Acp6_RBR3
lnc_inter_chr10_9000	Actb	33	lnc_inter_chr10_9000_Actb_DBR4	4	chr10	5431	5504	73	1	48	37	1.497470489038786	71.87858347386172	20.041666666666668	0.19	0.00420833333333333	lnc_inter_chr10_9000_DBR4_Actb_RBR1
lnc_inter_chr10_9000	Actr8	33	lnc_inter_chr10_9000_Actr8_DBR2	2	chr10	5431	5504	73	1	173	57	2.114733004503538	365.8488097791121	21.832369942196532	0.19052023121387285	0.00230057803468208	lnc_inter_chr10_9000_DBR2_Actr8_RBR1
lnc_inter_chr10_9000	Aebp2	33	lnc_inter_chr10_9000_Aebp2_DBR7	7	chr10	5431	5504	73	1	120	55	2.0813623462630084	249.763481551561	21.475	0.1875	0.00664166666666666	lnc_inter_chr10_9000_DBR7_Aebp2_RBR1
lnc_inter_chr10_9000	Agrn	33	lnc_inter_chr10_9000_Agrn_DBR4	4	chr10	5431	5504	73	2	46	44	2.093117408906883	50.19028340080972	17.03333333333333	0.18855555555555556	0	lnc_inter_chr10_9000_DBR4_Agrn_RBR4,lnc_inter_chr10_9000_DBR4_Agrn_RBR7
lnc_inter_chr10_9000	Akirin2	33	lnc_inter_chr10_9000_Akirin2_DBR2	2	chr10	5431	5504	73	1	71	24	1.1108213820078228	78.86831812255542	17.788732394366196	0.17661971830985915	5.91549295774648e-4	lnc_inter_chr10_9000_DBR2_Akirin2_RBR1
lnc_inter_chr10_9000	Alg6	33	lnc_inter_chr10_9000_Alg6_DBR2	2	chr10	5431	5504	73	1	70	24	1.0755441741357237	75.28809218950065	18.571428571428573	0.168	0	lnc_inter_chr10_9000_DBR2_Alg6_RBR2
lnc_inter_chr10_9000	Amigo2	33	lnc_inter_chr10_9000_Amigo2_DBR2	2	chr10	5431	5504	73	1	32	36	1.5824175824175823	50.637362637362635	18.34375	0.1934375	0	lnc_inter_chr10_9000_DBR2_Amigo2_RBR1
lnc_inter_chr10_9000	Anapc1	33	lnc_inter_chr10_9000_Anapc1_DBR3	3	chr10	5431	5504	73	1	76	30	1.216	92.416	20.17105263157895	0.18302631578947368	4.8684210526315786e-4	lnc_inter_chr10_9000_DBR3_Anapc1_RBR1
lnc_inter_chr10_9000	Ankrd54	33	lnc_inter_chr10_9000_Ankrd54_DBR2	2	chr10	5431	5504	73	1	159	33	1.1531868131868133	183.3567032967033	23.647798742138363	0.17421383647798744	0	lnc_inter_chr10_9000_DBR2_Ankrd54_RBR2
lnc_inter_chr10_9000	Antxr2	33	lnc_inter_chr10_9000_Antxr2_DBR3	3	chr10	5431	5504	73	2	69	47	2.205683355886333	82.57510148849798	17.174242424242422	0.1896969696969697	0.00861363636363636	lnc_inter_chr10_9000_DBR3_Antxr2_RBR2,lnc_inter_chr10_9000_DBR3_Antxr2_RBR3
lnc_inter_chr10_9000	Anxa7	33	lnc_inter_chr10_9000_Anxa7_DBR2	2	chr10	5431	5504	73	1	342	42	1.4440534834623504	493.86629134412385	23.973684210526315	0.17652046783625733	2.953216374269006e-4	lnc_inter_chr10_9000_DBR2_Anxa7_RBR1
lnc_inter_chr10_9000	Ap1g1	33	lnc_inter_chr10_9000_Ap1g1_DBR2	2	chr10	5431	5504	73	1	74	30	1.1105552776388194	82.18109054527264	22.37837837837838	0.1718918918918919	0	lnc_inter_chr10_9000_DBR2_Ap1g1_RBR1
lnc_inter_chr10_9000	Arcn1	33	lnc_inter_chr10_9000_Arcn1_DBR2	2	chr10	5431	5504	73	1	101	34	1.267626430417128	128.03026947212993	21.95049504950495	0.1815841584158416	0.00165346534653465	lnc_inter_chr10_9000_DBR2_Arcn1_RBR2
lnc_inter_chr10_9000	Arl5a	33	lnc_inter_chr10_9000_Arl5a_DBR3	3	chr10	5431	5504	73	1	88	32	1.2633467922835353	111.1745177209511	20.556818181818183	0.18806818181818183	7.727272727272728e-4	lnc_inter_chr10_9000_DBR3_Arl5a_RBR1
lnc_inter_chr10_9000	Arntl	33	lnc_inter_chr10_9000_Arntl_DBR3	3	chr10	5431	5504	73	1	96	31	1.2899869960988295	123.83875162548765	19.4375	0.19072916666666667	6.875000000000001e-4	lnc_inter_chr10_9000_DBR3_Arntl_RBR2
lnc_inter_chr10_9000	Arpc2	33	lnc_inter_chr10_9000_Arpc2_DBR2	2	chr10	5431	5504	73	1	61	46	1.9351724137931037	118.04551724137932	19.19672131147541	0.19245901639344265	0	lnc_inter_chr10_9000_DBR2_Arpc2_RBR1
lnc_inter_chr10_9000	Arsb	33	lnc_inter_chr10_9000_Arsb_DBR2	2	chr10	5431	5504	73	1	56	26	1.2551724137931033	70.28965517241379	17.178571428571427	0.16964285714285715	0	lnc_inter_chr10_9000_DBR2_Arsb_RBR1
lnc_inter_chr10_9000	Agtr1a	34	lnc_inter_chr10_9000_Agtr1a_DBR8	8	chr10	6334	6359	25	1	4	60	2.891566265060241	11.566265060240964	16.75	0.1925	0.1925	lnc_inter_chr10_9000_DBR8_Agtr1a_RBR1
lnc_inter_chr10_9000	Arl8b	34	lnc_inter_chr10_9000_Arl8b_DBR3	3	chr10	6340	6367	27	1	2	23	1.022222222222222	2.0444444444444443	18.5	0.175	0.1135	lnc_inter_chr10_9000_DBR3_Arl8b_RBR3
lnc_inter_chr10_9000	Actb	34	lnc_inter_chr10_9000_Actb_DBR5	5	chr10	6345	6375	30	1	5	26	1.181818181818182	5.909090909090909	18	0.18	0.0458	lnc_inter_chr10_9000_DBR5_Actb_RBR1
lnc_inter_chr10_9000	Aen	34	lnc_inter_chr10_9000_Aen_DBR7	7	chr10	6344	6379	35	2	5	44	2.142857142857143	5.571428571428571	16.5	0.195	0.011875	lnc_inter_chr10_9000_DBR7_Aen_RBR3,lnc_inter_chr10_9000_DBR7_Aen_RBR4
lnc_inter_chr10_9000	Anxa5	34	lnc_inter_chr10_9000_Anxa5_DBR4	4	chr10	6352	6379	27	1	2	24	1.0666666666666669	2.1333333333333333	18.5	0.18	0	lnc_inter_chr10_9000_DBR4_Anxa5_RBR2
lnc_inter_chr10_9000	Arl13b	34	lnc_inter_chr10_9000_Arl13b_DBR2	2	chr10	6353	6379	26	1	5	34	1.4655172413793105	7.327586206896552	18.8	0.188	0	lnc_inter_chr10_9000_DBR2_Arl13b_RBR1
lnc_inter_chr10_9000	2610507B11Rik	34	lnc_inter_chr10_9000_2610507B11Rik_DBR3	3	chr10	6346	6384	38	1	27	28	1.207667731629393	32.60702875399361	18.814814814814813	0.1877777777777778	0.00277777777777777	lnc_inter_chr10_9000_DBR3_2610507B11Rik_RBR1
lnc_inter_chr10_9000	Abca8a	34	lnc_inter_chr10_9000_Abca8a_DBR6	6	chr10	6353	6384	31	1	7	38	1.52	10.64	20.142857142857142	0.1928571428571429	0	lnc_inter_chr10_9000_DBR6_Abca8a_RBR1
lnc_inter_chr10_9000	Acp6	34	lnc_inter_chr10_9000_Acp6_DBR4	4	chr10	6344	6384	40	2	17	52	2.350923482849604	22.614775725593667	17.53125	0.1978125	0.0039375	lnc_inter_chr10_9000_DBR4_Acp6_RBR1,lnc_inter_chr10_9000_DBR4_Acp6_RBR2
lnc_inter_chr10_9000	Actn4	34	lnc_inter_chr10_9000_Actn4_DBR3	3	chr10	6354	6384	30	1	3	21	1.0327868852459017	3.098360655737705	16.333333333333332	0.19666666666666668	0	lnc_inter_chr10_9000_DBR3_Actn4_RBR1
lnc_inter_chr10_9000	Actr8	34	lnc_inter_chr10_9000_Actr8_DBR3	3	chr10	6344	6384	40	1	39	52	2.23841059602649	87.2980132450331	18.692307692307693	0.19487179487179487	0.00756410256410256	lnc_inter_chr10_9000_DBR3_Actr8_RBR1
lnc_inter_chr10_9000	Adamts6	34	lnc_inter_chr10_9000_Adamts6_DBR9	9	chr10	6344	6384	40	2	16	73	3.171875	30.234375	17.96153846153846	0.195	0.00998717948717948	lnc_inter_chr10_9000_DBR9_Adamts6_RBR1,lnc_inter_chr10_9000_DBR9_Adamts6_RBR2
lnc_inter_chr10_9000	Aebp2	34	lnc_inter_chr10_9000_Aebp2_DBR8	8	chr10	6344	6384	40	1	27	53	2.2083333333333335	59.62500000000001	19.37037037037037	0.19185185185185183	0.00781481481481481	lnc_inter_chr10_9000_DBR8_Aebp2_RBR1
lnc_inter_chr10_9000	Afg3l2	34	lnc_inter_chr10_9000_Afg3l2_DBR3	3	chr10	6353	6384	31	1	4	23	1.0952380952380951	4.380952380952381	17	0.19	0	lnc_inter_chr10_9000_DBR3_Afg3l2_RBR2
lnc_inter_chr10_9000	Agrn	34	lnc_inter_chr10_9000_Agrn_DBR5	5	chr10	6349	6384	35	1	8	24	1.1428571428571428	9.142857142857142	17	0.19125	0	lnc_inter_chr10_9000_DBR5_Agrn_RBR7
lnc_inter_chr10_9000	Ahsa1	34	lnc_inter_chr10_9000_Ahsa1_DBR2	2	chr10	6352	6384	32	1	2	27	1.3170731707317074	2.6341463414634148	16.5	0.195	0	lnc_inter_chr10_9000_DBR2_Ahsa1_RBR1
lnc_inter_chr10_9000	Akirin2	34	lnc_inter_chr10_9000_Akirin2_DBR3	3	chr10	6346	6384	38	1	20	24	1.1374407582938388	22.748815165876778	17.15	0.187	0.0045	lnc_inter_chr10_9000_DBR3_Akirin2_RBR1
lnc_inter_chr10_9000	Alg6	34	lnc_inter_chr10_9000_Alg6_DBR3	3	chr10	6349	6384	35	1	24	24	1.111969111969112	26.687258687258687	17.583333333333332	0.185	0	lnc_inter_chr10_9000_DBR3_Alg6_RBR2
lnc_inter_chr10_9000	Anapc1	34	lnc_inter_chr10_9000_Anapc1_DBR4	4	chr10	6347	6384	37	1	29	30	1.3181818181818183	38.227272727272734	18.379310344827587	0.1920689655172414	0.00268965517241379	lnc_inter_chr10_9000_DBR4_Anapc1_RBR1
lnc_inter_chr10_9000	Ankrd54	34	lnc_inter_chr10_9000_Ankrd54_DBR3	3	chr10	6349	6384	35	1	39	33	1.2543859649122808	48.92105263157895	21.205128205128204	0.1930769230769231	0	lnc_inter_chr10_9000_DBR3_Ankrd54_RBR2
lnc_inter_chr10_9000	Antxr2	34	lnc_inter_chr10_9000_Antxr2_DBR4	4	chr10	6347	6384	37	2	22	44	2.1224944320712695	24.57238307349666	16.69047619047619	0.19333333333333336	0.02719047619047619	lnc_inter_chr10_9000_DBR4_Antxr2_RBR2,lnc_inter_chr10_9000_DBR4_Antxr2_RBR3
lnc_inter_chr10_9000	Anxa7	34	lnc_inter_chr10_9000_Anxa7_DBR3	3	chr10	6346	6384	38	1	65	41	1.4871651785714284	96.66573660714285	22.16923076923077	0.1950769230769231	0.00263076923076923	lnc_inter_chr10_9000_DBR3_Anxa7_RBR1
lnc_inter_chr10_9000	Aox3	34	lnc_inter_chr10_9000_Aox3_DBR7	7	chr10	6352	6384	32	1	4	27	1.2272727272727273	4.909090909090909	17.75	0.1925	0	lnc_inter_chr10_9000_DBR7_Aox3_RBR2
lnc_inter_chr10_9000	Ap1g1	34	lnc_inter_chr10_9000_Ap1g1_DBR3	3	chr10	6349	6384	35	1	29	30	1.2083333333333333	35.041666666666664	20.103448275862068	0.19	0	lnc_inter_chr10_9000_DBR3_Ap1g1_RBR1
