gname	RBD	RBD_chr	RBD_start	RBD_end	RBD_span	RBD_lncRNA_Count	RBD_RBR_Count	RBD_DBR_RBR_Count	RBD_TFO_Total	RBD_TFO_Avg	RBD_TFO_Max	RBD_abj1_Total	RBD_abj1_Avg	RBD_abj1_Max	RBD_abj2_Total	RBD_abj2_Avg	RBD_score	RBD_error_rate	RBD_gc_error	RBD_lncRNA_list
Anxa7	174	chr14	20480400	20480448	48	4	4	55	3882	970.5	2304	82.73606062955004	20.68401515738751	50.89857428306418	1575.3231625617518	1575.3231625617518	18.838278363163212	0.17730563736206958	0.03643582584707271	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_9224
Aox3	176	chr1	58112172	58112231	59	3	3	40	7602	2534	4088	84.7126810423541	28.237560347451367	50.80429798231621	5160.353875768107	5160.353875768107	21.541192127365072	0.18756205228514614	0.3109588090584153	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Aox3	177	chr1	58112548	58112577	29	3	3	16	190	63.333333333333336	165	18.91988565434696	6.306628551448987	10.791395099141203	82.66714746198055	82.66714746198055	16.7110932150638	0.19264170816474738	0.0064539257184355195	lnc_inter_chr10_9000,lnc_inter_chr10_8711,lnc_inter_chr10_9224
Aox3	178	chr1	58112622	58112645	23	2	2	16	29	14.5	25	16.667125090904502	8.333562545452251	14.517125090904502	15.512333500634364	15.512333500634364	16.436904761904763	0.18629761904761905	0.17010714285714287	lnc_inter_chr10_8711,lnc_inter_chr10_9224
Ap1g1	179	chr8	109778250	109778291	41	4	4	39	1602	400.5	1006	56.03436449514157	14.008591123785392	31.886076711404463	578.7471890411373	578.7471890411373	18.936739190159134	0.168522908861845	0.007622707433292122	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_9224
Ap2m1	181	chr16	20534481	20534512	31	2	2	10	51	25.5	36	12.056149533832594	6.028074766916297	7.455048038946677	33.33129337287642	33.33129337287642	16.516369047619047	0.18733630952380953	0.7987003968253968	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Ap2m1	182	chr16	20535062	20535084	22	4	4	18	125	31.25	88	18.576311769083212	4.644077942270803	10.437116997944475	32.5940785192767	32.5940785192767	16.800186896436898	0.18219031052281054	0.024941918498168496	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_9224
Apeh	185	chr9	108094924	108094954	30	2	2	6	7	3.5	4	6.15	3.075	3.15	3.65	3.65	16	0.2	0.7583333333333333	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Aplp2	187	chr9	31212545	31212570	25	2	2	7	9	4.5	6	7.095238095238095	3.5476190476190474	4.095238095238095	4.642857142857143	4.642857142857143	17.208333333333336	0.19458333333333333	0.7341666666666666	lnc_inter_chr10_9224,lnc_inter_chr10_9000
Apoh	189	chr11	108394991	108395036	45	3	3	66	854	284.6666666666667	527	80.9923258007671	26.997441933589037	55.78791520567555	374.3474215617922	374.3474215617922	18.48119901701258	0.18527772208868362	0.478733768863506	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Ar	192	chrX	98148625	98148698	73	3	3	40	183	61	162	50.038016843039436	16.679338947679813	36.851633482273314	120.50275532360969	120.50275532360969	16.922352790578596	0.18638714797747058	0.526086661546339	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Araf	193	chrX	20847761	20847807	46	3	3	33	415	138.33333333333334	231	33.704025231618374	11.234675077206123	19.70402523161837	143.60799789736512	143.60799789736512	16.12888710044907	0.1981140350877193	0.29272776883557866	lnc_inter_chr10_9000,lnc_inter_chr10_8711,lnc_inter_chr10_9224
Arap2	194	chr5	62766878	62766914	36	3	3	67	946	315.3333333333333	517	78.23889354153808	26.079631180512692	49.54412887220874	384.3140284683062	384.3140284683062	18.83388633304152	0.18532364891678077	0.2795446830748376	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Arcn1	195	chr9	44767952	44767986	34	2	2	6	10	5	6	6.778260869565218	3.389130434782609	4.678260869565217	5.828260869565217	5.828260869565217	16.8125	0.19437500000000002	0.3097916666666667	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Arcn1	196	chr9	44767987	44768029	42	4	4	54	1788	447	1102	71.78833517519587	17.947083793798967	44.18371712830172	644.0576722645297	644.0576722645297	18.67562494388556	0.17740502061288452	0.022655293390555907	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_9224
Arel1	200	chr12	84971756	84971789	33	2	2	18	222	111	194	23.003894002526692	11.501947001263346	16.659786258418947	158.3864722760553	158.3864722760553	18.201846319021385	0.1926214021389751	0.02143067009250696	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Arhgap44	203	chr11	65163713	65163746	33	3	3	15	71	23.666666666666668	59	18.125850948147395	6.041950316049133	13.516134088430537	31.47379640684866	31.47379640684866	16.5313382269904	0.1919060166886254	0.07694245247506118	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Arhgef19	207	chr4	141242617	141242645	28	3	3	60	1056	352	559	65.54743050689956	21.849143502299853	41.72551123359383	389.6794289989939	389.6794289989939	18.444816887810966	0.15657636731803765	0.3956977391245483	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Arhgef19	208	chr4	141242831	141242864	33	2	2	10	20	10	16	11.88776700499924	5.94388350249962	9.30298439630359	12.38776700499924	12.38776700499924	17.114583333333336	0.1930208333333333	0.6909375	lnc_inter_chr10_9224,lnc_inter_chr10_9000
Arid1b	209	chr17	4994161	4994191	30	2	2	13	18	9	14	13.54138719512195	6.770693597560975	9.54138719512195	9.62732469512195	9.62732469512195	16.837962962962962	0.19439814814814815	0.6758333333333333	lnc_inter_chr10_9000,lnc_inter_chr10_9224
Arid1b	210	chr17	4994434	4994496	62	3	3	68	6842	2280.6666666666665	3687	114.65821053025225	38.219403510084085	72.59778611799607	4493.651277402406	4493.651277402406	19.785138414103862	0.18479719013363913	0.4137808065218868	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Arid2	211	chr15	96287465	96287521	56	3	3	26	124	41.333333333333336	106	35.03461102906298	11.678203676354327	28.019459513911464	77.82265913996991	77.82265913996991	17.089993604279318	0.19050915750915753	0.6292264085121227	lnc_inter_chr10_9222,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Arl13b	217	chr16	62847666	62847693	27	3	3	11	14	4.666666666666667	7	11.23608316566063	3.74536105522021	6.095238095238095	4.871003800581265	4.871003800581265	17.055555555555557	0.19166666666666668	0.13111111111111112	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Arl5a	218	chr2	52425205	52425250	45	4	4	38	1511	377.75	954	54.387377184039025	13.596844296009756	32.085162904472305	550.483382334759	550.483382334759	18.38436583679725	0.1755247110923292	0.01012175332269493	lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_8711,lnc_inter_chr10_9224
Arl8b	222	chr6	108782433	108782465	32	4	4	25	183	45.75	125	29.35812928871864	7.33953232217966	16.131584964776717	61.10556760730726	61.10556760730726	16.64004235573508	0.19007335872332004	0.0505110830990475	lnc_inter_chr10_9222,lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Arl8b	223	chr6	108782869	108782915	46	4	4	78	716	179	496	102.10356148152428	25.52589037038107	71.611359022198	279.1484594397751	279.1484594397751	18.02467185108525	0.18873584200234528	0.12912484981128772	lnc_inter_chr10_9222,lnc_inter_chr10_9000,lnc_inter_chr10_8711,lnc_inter_chr10_9224
Arntl	225	chr7	113206772	113206816	44	4	4	60	1565	391.25	992	80.37544689300512	20.09386172325128	48.98032618338048	571.1917431847628	571.1917431847628	18.0128494071163	0.1816825608876687	0.034509515386206446	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_9224
Arpc2	228	chr1	74235844	74235896	52	4	4	33	1017	254.25	642	52.61392634384933	13.153481585962332	30.484764995507096	474.2667973353536	474.2667973353536	17.89810805786894	0.1885169832357997	7.614474925083913e-5	lnc_inter_chr10_9000,lnc_inter_chr10_9222,lnc_inter_chr10_8711,lnc_inter_chr10_9224
Arpp19	229	chr9	75036670	75036781	111	3	3	51	23596	7865.333333333333	11556	191.01173336273158	63.67057778757719	124.94324572552888	28416.586408818253	28416.586408818253	23.647403380730346	0.13547626036131225	0.4080727018237995	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Arrdc2	231	chr8	70840145	70840175	30	3	3	23	90	30	71	24.262638244812422	8.08754608160414	15.969307762435836	34.394319031992616	34.394319031992616	16.60814000814001	0.1918740333740334	0.06111198616198616	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Arsa	232	chr15	89477508	89477537	29	3	3	13	107	35.666666666666664	89	14.457395645137035	4.8191318817123445	9.222764437379174	43.59776532428739	43.59776532428739	16.57610617560807	0.19043910403848735	0.03692304089279896	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
Arsb	235	chr13	93770858	93770890	32	4	4	36	775	193.75	494	40.508319985474365	10.127079996368591	23.87628101097249	228.06584856331148	228.06584856331148	17.20462480027728	0.17426294829718755	0	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224,lnc_inter_chr10_9222
Asb2	240	chr12	103356139	103356193	54	3	3	34	108	36	69	37.76767546534038	12.589225155113459	27.8008732973187	43.29952941272807	43.29952941272807	17.146444444444445	0.1887074074074074	0.2658716666666667	lnc_inter_chr10_8711,lnc_inter_chr10_9000,lnc_inter_chr10_9224
