# RNA-ID	RBS-start	RBS-end	DNA-ID	DBS-start	DBS-end	Score	Error-rate	Errors                   	Motif	Strand	Orientation	Guanine-rate
lnc_inter_chr10_8711	13613	13633	chr11:110096244-110096264	0	20	16	0.2	d5d10t13d15	M	+	P	0
lnc_inter_chr10_8711	13619	13639	chr11:110096244-110096264	0	20	16	0.2	d5t7d10d15	M	+	P	0
lnc_inter_chr10_8711	13614	13634	chr11:110096244-110096264	0	20	16	0.2	d5t7d10d15	M	+	A	0
lnc_inter_chr10_8711	13604	13624	chr11:110096491-110096511	0	20	16	0.2	d1t2t11t17	M	+	P	0.1
lnc_inter_chr10_8711	13604	13630	chr11:110096491-110096517	0	26	21	0.19	d1t3t8t14t20	M	+	A	0.12
lnc_inter_chr10_8711	13600	13621	chr11:110096493-110096514	0	21	17	0.19	t1o2t9t15	M	+	P	0.14
lnc_inter_chr10_8711	13603	13624	chr11:110096493-110096514	0	21	17	0.19	t3t6t12t18	M	+	P	0.095
lnc_inter_chr10_8711	13604	13625	chr11:110096493-110096514	0	21	19	0.095	t9t15	M	+	A	0.14
lnc_inter_chr10_8711	13604	13631	chr11:110096493-110096520	0	27	22	0.19	t4t6t9t15t21	M	+	A	0.11
lnc_inter_chr10_8711	13604	13634	chr11:110096493-110096523	0	30	24	0.2	t6t7t9t12t18t24	M	+	A	0.1
lnc_inter_chr10_8711	3207	3227	chr11:110096495-110096515	0	20	16	0.2	t7t11o13t16	M	+	A	0.15
lnc_inter_chr10_8711	1756	1777	chr11:110096495-110096516	0	21	17	0.19	t2o12t13t16	Y	+	P	0.19
lnc_inter_chr10_8711	13603	13626	chr11:110096496-110096519	0	23	19	0.17	t6t12t18t21	M	+	P	0.13
lnc_inter_chr10_8711	13604	13626	chr11:110096500-110096522	0	22	18	0.18	t5t11t17t20	M	+	P	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096503-110096525	0	22	18	0.18	t5t11t17t20	M	+	P	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096504-110096526	0	22	18	0.18	t1t4t10t16	M	+	A	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096506-110096528	0	22	18	0.18	t5t11t17t20	M	+	P	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096507-110096529	0	22	18	0.18	t1t4t10t16	M	+	A	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096509-110096531	0	22	18	0.18	t5t11t17t20	M	+	P	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096510-110096532	0	22	18	0.18	t1t4t10t16	M	+	A	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096512-110096534	0	22	18	0.18	t5t11t17t20	M	+	P	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096513-110096535	0	22	18	0.18	t1t4t10t16	M	+	A	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096515-110096537	0	22	18	0.18	t5t11t17t20	M	+	P	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096516-110096538	0	22	18	0.18	t1t4t10t16	M	+	A	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096518-110096540	0	22	18	0.18	t5t11t17t20	M	+	P	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096519-110096541	0	22	18	0.18	t1t4t10t16	M	+	A	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096521-110096543	0	22	18	0.18	t5t11t17t20	M	+	P	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096522-110096544	0	22	18	0.18	t1t4t10t16	M	+	A	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096524-110096546	0	22	18	0.18	t5t11t17t20	M	+	P	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096525-110096547	0	22	18	0.18	t1t4t10t16	M	+	A	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096527-110096549	0	22	18	0.18	t5t11t17t20	M	+	P	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096528-110096550	0	22	18	0.18	t1t4t10t16	M	+	A	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096530-110096552	0	22	18	0.18	t5t11t17t20	M	+	P	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096531-110096553	0	22	18	0.18	t1t4t10t16	M	+	A	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096533-110096555	0	22	18	0.18	t5t11t17t20	M	+	P	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096534-110096556	0	22	18	0.18	t1t4t10t16	M	+	A	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096536-110096558	0	22	18	0.18	t5t11t17t20	M	+	P	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096537-110096559	0	22	18	0.18	t1t4t10t16	M	+	A	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096539-110096561	0	22	18	0.18	t5t11t17t20	M	+	P	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096540-110096562	0	22	18	0.18	t1t4t10t16	M	+	A	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096542-110096564	0	22	18	0.18	t5t11t17t20	M	+	P	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096543-110096565	0	22	18	0.18	t1t4t10t16	M	+	A	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096545-110096567	0	22	18	0.18	t5t11t17t20	M	+	P	0.14
lnc_inter_chr10_8711	13604	13626	chr11:110096546-110096568	0	22	18	0.18	t1t4t10t16	M	+	A	0.14
lnc_inter_chr10_8711	13604	13624	chr11:110096548-110096568	0	20	17	0.15	t5t11t17	M	+	P	0.15
lnc_inter_chr10_8711	13606	13626	chr11:110096549-110096569	0	20	16	0.2	t1t4t10t16	M	+	A	0.15
lnc_inter_chr10_8711	13604	13624	chr11:110096551-110096571	0	20	16	0.2	t5t11t17d18	M	+	P	0.15
lnc_inter_chr10_8711	11669	11699	chr11:110096724-110096754	0	30	25	0.17	d4d10o16d20o26	Y	+	P	0.37
lnc_inter_chr10_8711	4655	4685	chr11:110096724-110096754	0	30	24	0.2	o1o3d4d10t16d20	R	+	A	0.33
lnc_inter_chr10_8711	11670	11700	chr11:110096725-110096755	0	30	25	0.17	d3d9o15d19o25	Y	+	P	0.37
lnc_inter_chr10_8711	11671	11701	chr11:110096726-110096756	0	30	25	0.17	d2d8o14d18o24	Y	+	P	0.33
lnc_inter_chr10_8711	4653	4683	chr11:110096726-110096756	0	30	24	0.2	o1d2d8t14d18o28	R	+	A	0.3
lnc_inter_chr10_8711	18409	18439	chr11:110096726-110096756	0	30	25	0.17	t1d2d8t14d18	M	+	P	0.33
lnc_inter_chr10_8711	11672	11702	chr11:110096727-110096757	0	30	25	0.17	d1d7o13d17o23	Y	+	P	0.37
lnc_inter_chr10_8711	4653	4674	chr11:110096729-110096750	0	21	17	0.19	d5t11d15o19	R	+	A	0.29
lnc_inter_chr10_8711	18410	18431	chr11:110096729-110096750	0	21	18	0.14	d5t11d15	M	+	A	0.33
lnc_inter_chr10_8711	18410	18433	chr11:110096729-110096752	0	23	20	0.13	d5t11d15	M	+	A	0.35
lnc_inter_chr10_8711	4651	4676	chr11:110096729-110096754	0	25	20	0.2	d5t11d15o21o23	R	+	A	0.28
lnc_inter_chr10_8711	18424	18449	chr11:110096729-110096754	0	25	20	0.2	d5t11d15o17o21	M	+	P	0.28
lnc_inter_chr10_8711	18410	18435	chr11:110096729-110096754	0	25	22	0.12	d5t11d15	M	+	A	0.36
lnc_inter_chr10_8711	11754	11780	chr11:110096729-110096755	0	26	21	0.19	d5o10t11d15o18	Y	+	P	0.38
lnc_inter_chr10_8711	4651	4678	chr11:110096729-110096756	0	27	22	0.19	d5t11d15o23o25	R	+	A	0.3
lnc_inter_chr10_8711	18430	18457	chr11:110096729-110096756	0	27	22	0.19	d5o11b15o19o23	M	+	P	0.3
lnc_inter_chr10_8711	18410	18437	chr11:110096729-110096756	0	27	24	0.11	d5t11d15	M	+	A	0.37
lnc_inter_chr10_8711	11752	11780	chr11:110096729-110096757	0	28	23	0.18	d5t11o12d15o20	Y	+	P	0.39
lnc_inter_chr10_8711	11676	11705	chr11:110096729-110096758	0	29	24	0.17	d5o9t11d15o19	Y	+	P	0.31
lnc_inter_chr10_8711	11686	11715	chr11:110096729-110096758	0	29	24	0.17	d5o9t11d15o19	Y	+	P	0.31
lnc_inter_chr10_8711	11696	11725	chr11:110096729-110096758	0	29	24	0.17	d5o9t11d15o19	Y	+	P	0.31
lnc_inter_chr10_8711	4651	4680	chr11:110096729-110096758	0	29	24	0.17	d5t11d15o25o27	R	+	A	0.31
lnc_inter_chr10_8711	18412	18441	chr11:110096729-110096758	0	29	26	0.1	d5t11d15	M	+	P	0.38
lnc_inter_chr10_8711	18416	18445	chr11:110096729-110096758	0	29	25	0.14	d5t11d15o25	M	+	P	0.34
lnc_inter_chr10_8711	18420	18449	chr11:110096729-110096758	0	29	24	0.17	d5t11d15o21o25	M	+	P	0.31
lnc_inter_chr10_8711	18410	18439	chr11:110096729-110096758	0	29	26	0.1	d5t11d15	M	+	A	0.38
lnc_inter_chr10_8711	11660	11690	chr11:110096729-110096759	0	30	24	0.2	o1d5t10t12d15o25	Y	+	P	0.33
lnc_inter_chr10_8711	11674	11704	chr11:110096729-110096759	0	30	26	0.13	d5o11d15o21	Y	+	P	0.37
lnc_inter_chr10_8711	11678	11708	chr11:110096729-110096759	0	30	24	0.2	d5o7t11d15o17o27	Y	+	P	0.3
lnc_inter_chr10_8711	11680	11710	chr11:110096729-110096759	0	30	26	0.13	b5t11b15o25	Y	+	P	0.37
lnc_inter_chr10_8711	11682	11712	chr11:110096729-110096759	0	30	24	0.2	o3d5t11o13d15o23	Y	+	P	0.3
lnc_inter_chr10_8711	11684	11714	chr11:110096729-110096759	0	30	25	0.17	o1d5o11d15o21	Y	+	P	0.33
lnc_inter_chr10_8711	11688	11718	chr11:110096729-110096759	0	30	24	0.2	d5o7t11d15o17o27	Y	+	P	0.3
lnc_inter_chr10_8711	11690	11720	chr11:110096729-110096759	0	30	26	0.13	b5t11b15o25	Y	+	P	0.37
lnc_inter_chr10_8711	11692	11722	chr11:110096729-110096759	0	30	24	0.2	o3d5t11o13d15o23	Y	+	P	0.3
lnc_inter_chr10_8711	11694	11724	chr11:110096729-110096759	0	30	25	0.17	o1d5o11d15o21	Y	+	P	0.33
lnc_inter_chr10_8711	11698	11728	chr11:110096729-110096759	0	30	24	0.2	d5o7t11d15o17o27	Y	+	P	0.3
lnc_inter_chr10_8711	11700	11730	chr11:110096729-110096759	0	30	26	0.13	b5t11b15o25	Y	+	P	0.37
lnc_inter_chr10_8711	11702	11732	chr11:110096729-110096759	0	30	24	0.2	o3d5t11o13d15o23	Y	+	P	0.3
lnc_inter_chr10_8711	11704	11734	chr11:110096729-110096759	0	30	25	0.17	o1d5o11d15o21	Y	+	P	0.33
lnc_inter_chr10_8711	11706	11736	chr11:110096729-110096759	0	30	25	0.17	d5o9t11d15o19	Y	+	P	0.33
lnc_inter_chr10_8711	11708	11738	chr11:110096729-110096759	0	30	25	0.17	d5o7t11d15o17	Y	+	P	0.33
lnc_inter_chr10_8711	11710	11740	chr11:110096729-110096759	0	30	27	0.1	b5t11b15	Y	+	P	0.4
lnc_inter_chr10_8711	11712	11742	chr11:110096729-110096759	0	30	25	0.17	o3d5t11o13d15	Y	+	P	0.33
lnc_inter_chr10_8711	11714	11744	chr11:110096729-110096759	0	30	26	0.13	o1d5o11d15	Y	+	P	0.37
lnc_inter_chr10_8711	11716	11746	chr11:110096729-110096759	0	30	26	0.13	d5o9t11d15	Y	+	P	0.37
lnc_inter_chr10_8711	11718	11748	chr11:110096729-110096759	0	30	26	0.13	d5o7t11d15	Y	+	P	0.37
lnc_inter_chr10_8711	11720	11750	chr11:110096729-110096759	0	30	27	0.1	b5t11d15	Y	+	P	0.4
lnc_inter_chr10_8711	11722	11752	chr11:110096729-110096759	0	30	26	0.13	o3d5t11d15	Y	+	P	0.37
lnc_inter_chr10_8711	11724	11754	chr11:110096729-110096759	0	30	26	0.13	o1d5t11d15	Y	+	P	0.37
lnc_inter_chr10_8711	11726	11756	chr11:110096729-110096759	0	30	27	0.1	d5t11d15	Y	+	P	0.4
lnc_inter_chr10_8711	11728	11758	chr11:110096729-110096759	0	30	27	0.1	d5t11d15	Y	+	P	0.4
lnc_inter_chr10_8711	11730	11760	chr11:110096729-110096759	0	30	27	0.1	d5t11d15	Y	+	P	0.4
lnc_inter_chr10_8711	11732	11762	chr11:110096729-110096759	0	30	27	0.1	d5t11d15	Y	+	P	0.4
lnc_inter_chr10_8711	11734	11764	chr11:110096729-110096759	0	30	27	0.1	d5t11d15	Y	+	P	0.4
lnc_inter_chr10_8711	11736	11766	chr11:110096729-110096759	0	30	26	0.13	d5t11d15o28	Y	+	P	0.4
lnc_inter_chr10_8711	11738	11768	chr11:110096729-110096759	0	30	26	0.13	d5t11d15o26	Y	+	P	0.4
lnc_inter_chr10_8711	11740	11770	chr11:110096729-110096759	0	30	26	0.13	d5t11d15o24	Y	+	P	0.4
lnc_inter_chr10_8711	11742	11772	chr11:110096729-110096759	0	30	26	0.13	d5t11d15o22	Y	+	P	0.4
lnc_inter_chr10_8711	11744	11774	chr11:110096729-110096759	0	30	25	0.17	d5t11d15o20o28	Y	+	P	0.4
lnc_inter_chr10_8711	11746	11776	chr11:110096729-110096759	0	30	25	0.17	d5t11d15o18o26	Y	+	P	0.4
lnc_inter_chr10_8711	11748	11778	chr11:110096729-110096759	0	30	25	0.17	d5t11d15o16o24	Y	+	P	0.4
lnc_inter_chr10_8711	11750	11780	chr11:110096729-110096759	0	30	25	0.17	d5t11o14d15o22	Y	+	P	0.4
lnc_inter_chr10_8711	18410	18440	chr11:110096729-110096759	0	30	27	0.1	d5t11d15	M	+	P	0.4
lnc_inter_chr10_8711	18414	18444	chr11:110096729-110096759	0	30	26	0.13	d5t11d15o27	M	+	P	0.37
lnc_inter_chr10_8711	18418	18448	chr11:110096729-110096759	0	30	25	0.17	d5t11d15o23o27	M	+	P	0.33
lnc_inter_chr10_8711	18422	18452	chr11:110096729-110096759	0	30	24	0.2	d5t11d15o19o23o27	M	+	P	0.3
lnc_inter_chr10_8711	18426	18456	chr11:110096729-110096759	0	30	24	0.2	d5t11b15o19o23o27	M	+	P	0.3
lnc_inter_chr10_8711	18427	18457	chr11:110096729-110096759	0	30	25	0.17	o3d5o7o11b15	M	+	A	0.33
lnc_inter_chr10_8711	18425	18455	chr11:110096729-110096759	0	30	24	0.2	o1b5o9t11o13d15	M	+	A	0.3
lnc_inter_chr10_8711	18423	18453	chr11:110096729-110096759	0	30	25	0.17	o3d5o7o11d15	M	+	A	0.33
lnc_inter_chr10_8711	18421	18451	chr11:110096729-110096759	0	30	25	0.17	o1b5o9t11d15	M	+	A	0.33
lnc_inter_chr10_8711	18419	18449	chr11:110096729-110096759	0	30	25	0.17	o3d5o7t11d15	M	+	A	0.33
lnc_inter_chr10_8711	18417	18447	chr11:110096729-110096759	0	30	26	0.13	o1b5t11d15	M	+	A	0.37
lnc_inter_chr10_8711	18415	18445	chr11:110096729-110096759	0	30	26	0.13	o3d5t11d15	M	+	A	0.37
lnc_inter_chr10_8711	18413	18443	chr11:110096729-110096759	0	30	26	0.13	o1d5t11d15	M	+	A	0.37
lnc_inter_chr10_8711	18411	18441	chr11:110096729-110096759	0	30	27	0.1	d5t11d15	M	+	A	0.4
lnc_inter_chr10_8711	11673	11703	chr11:110096730-110096760	0	30	25	0.17	d4t10o12d14o22	Y	+	P	0.33
lnc_inter_chr10_8711	11675	11705	chr11:110096730-110096760	0	30	26	0.13	d4o10d14o20	Y	+	P	0.37
lnc_inter_chr10_8711	11677	11707	chr11:110096730-110096760	0	30	24	0.2	d4o8t10d14o18o28	Y	+	P	0.3
lnc_inter_chr10_8711	11679	11709	chr11:110096730-110096760	0	30	24	0.2	d4o6t10d14o16o26	Y	+	P	0.3
lnc_inter_chr10_8711	11681	11711	chr11:110096730-110096760	0	30	26	0.13	b4t10b14o24	Y	+	P	0.37
lnc_inter_chr10_8711	11683	11713	chr11:110096730-110096760	0	30	24	0.2	o2d4t10o12d14o22	Y	+	P	0.3
lnc_inter_chr10_8711	11687	11717	chr11:110096730-110096760	0	30	24	0.2	d4o8t10d14o18o28	Y	+	P	0.3
lnc_inter_chr10_8711	11689	11719	chr11:110096730-110096760	0	30	24	0.2	d4o6t10d14o16o26	Y	+	P	0.3
lnc_inter_chr10_8711	11691	11721	chr11:110096730-110096760	0	30	26	0.13	b4t10b14o24	Y	+	P	0.37
lnc_inter_chr10_8711	11693	11723	chr11:110096730-110096760	0	30	24	0.2	o2d4t10o12d14o22	Y	+	P	0.3
lnc_inter_chr10_8711	11697	11727	chr11:110096730-110096760	0	30	24	0.2	d4o8t10d14o18o28	Y	+	P	0.3
lnc_inter_chr10_8711	11699	11729	chr11:110096730-110096760	0	30	24	0.2	d4o6t10d14o16o26	Y	+	P	0.3
lnc_inter_chr10_8711	11701	11731	chr11:110096730-110096760	0	30	26	0.13	b4t10b14o24	Y	+	P	0.37
lnc_inter_chr10_8711	11703	11733	chr11:110096730-110096760	0	30	24	0.2	o2d4t10o12d14o22	Y	+	P	0.3
lnc_inter_chr10_8711	11707	11737	chr11:110096730-110096760	0	30	25	0.17	d4o8t10d14o18	Y	+	P	0.33
lnc_inter_chr10_8711	11709	11739	chr11:110096730-110096760	0	30	25	0.17	d4o6t10d14o16	Y	+	P	0.33
lnc_inter_chr10_8711	11711	11741	chr11:110096730-110096760	0	30	27	0.1	b4t10b14	Y	+	P	0.4
lnc_inter_chr10_8711	11713	11743	chr11:110096730-110096760	0	30	25	0.17	o2d4t10o12d14	Y	+	P	0.33
lnc_inter_chr10_8711	11717	11747	chr11:110096730-110096760	0	30	26	0.13	d4o8t10d14	Y	+	P	0.37
lnc_inter_chr10_8711	11719	11749	chr11:110096730-110096760	0	30	26	0.13	d4o6t10d14	Y	+	P	0.37
lnc_inter_chr10_8711	11721	11751	chr11:110096730-110096760	0	30	27	0.1	b4t10d14	Y	+	P	0.4
lnc_inter_chr10_8711	11723	11753	chr11:110096730-110096760	0	30	26	0.13	o2d4t10d14	Y	+	P	0.37
lnc_inter_chr10_8711	11727	11757	chr11:110096730-110096760	0	30	27	0.1	d4t10d14	Y	+	P	0.4
lnc_inter_chr10_8711	11729	11759	chr11:110096730-110096760	0	30	27	0.1	d4t10d14	Y	+	P	0.4
lnc_inter_chr10_8711	11731	11761	chr11:110096730-110096760	0	30	27	0.1	d4t10d14	Y	+	P	0.4
lnc_inter_chr10_8711	11733	11763	chr11:110096730-110096760	0	30	27	0.1	d4t10d14	Y	+	P	0.4
lnc_inter_chr10_8711	11737	11767	chr11:110096730-110096760	0	30	26	0.13	d4t10d14o27	Y	+	P	0.4
lnc_inter_chr10_8711	11739	11769	chr11:110096730-110096760	0	30	26	0.13	d4t10d14o25	Y	+	P	0.4
lnc_inter_chr10_8711	11741	11771	chr11:110096730-110096760	0	30	26	0.13	d4t10d14o23	Y	+	P	0.4
lnc_inter_chr10_8711	11745	11775	chr11:110096730-110096760	0	30	25	0.17	d4t10d14o19o27	Y	+	P	0.4
lnc_inter_chr10_8711	11747	11777	chr11:110096730-110096760	0	30	25	0.17	d4t10d14o17o25	Y	+	P	0.4
lnc_inter_chr10_8711	11749	11779	chr11:110096730-110096760	0	30	25	0.17	d4t10d14o15o23	Y	+	P	0.4
lnc_inter_chr10_8711	4651	4681	chr11:110096730-110096760	0	30	25	0.17	d4t10d14o26o28	R	+	A	0.33
lnc_inter_chr10_8711	4649	4679	chr11:110096730-110096760	0	30	24	0.2	d4t10d14o24o26o28	R	+	A	0.3
lnc_inter_chr10_8711	18411	18441	chr11:110096730-110096760	0	30	27	0.1	d4t10d14	M	+	P	0.4
lnc_inter_chr10_8711	18413	18443	chr11:110096730-110096760	0	30	26	0.13	d4t10d14o28	M	+	P	0.37
lnc_inter_chr10_8711	18415	18445	chr11:110096730-110096760	0	30	26	0.13	d4t10d14o26	M	+	P	0.37
lnc_inter_chr10_8711	18417	18447	chr11:110096730-110096760	0	30	25	0.17	d4t10d14o24o28	M	+	P	0.33
lnc_inter_chr10_8711	18419	18449	chr11:110096730-110096760	0	30	25	0.17	d4t10d14o22o26	M	+	P	0.33
lnc_inter_chr10_8711	18421	18451	chr11:110096730-110096760	0	30	24	0.2	d4t10d14o20o24o28	M	+	P	0.3
lnc_inter_chr10_8711	18423	18453	chr11:110096730-110096760	0	30	24	0.2	d4t10d14o18o22o26	M	+	P	0.3
lnc_inter_chr10_8711	18427	18457	chr11:110096730-110096760	0	30	24	0.2	d4t10b14o18o22o26	M	+	P	0.3
lnc_inter_chr10_8711	18426	18456	chr11:110096730-110096760	0	30	25	0.17	o2d4o6o10b14	M	+	A	0.33
lnc_inter_chr10_8711	18422	18452	chr11:110096730-110096760	0	30	25	0.17	o2d4o6o10d14	M	+	A	0.33
lnc_inter_chr10_8711	18418	18448	chr11:110096730-110096760	0	30	25	0.17	o2d4o6t10d14	M	+	A	0.33
lnc_inter_chr10_8711	18414	18444	chr11:110096730-110096760	0	30	26	0.13	o2d4t10d14	M	+	A	0.37
lnc_inter_chr10_8711	18410	18440	chr11:110096730-110096760	0	30	27	0.1	d4t10d14	M	+	A	0.4
lnc_inter_chr10_8711	11686	11715	chr11:110096731-110096760	0	29	25	0.14	d3o9d13o19	Y	+	P	0.34
lnc_inter_chr10_8711	11696	11725	chr11:110096731-110096760	0	29	25	0.14	d3o9d13o19	Y	+	P	0.34
lnc_inter_chr10_8711	11662	11692	chr11:110096731-110096761	0	30	25	0.17	d3t8t10d13o23	Y	+	P	0.37
lnc_inter_chr10_8711	11674	11704	chr11:110096731-110096761	0	30	25	0.17	d3t9o11d13o21	Y	+	P	0.33
lnc_inter_chr10_8711	11678	11708	chr11:110096731-110096761	0	30	24	0.2	d3o7t9d13o17o27	Y	+	P	0.3
lnc_inter_chr10_8711	11680	11710	chr11:110096731-110096761	0	30	24	0.2	d3o5t9d13o15o25	Y	+	P	0.3
lnc_inter_chr10_8711	11682	11712	chr11:110096731-110096761	0	30	26	0.13	b3t9b13o23	Y	+	P	0.37
lnc_inter_chr10_8711	11684	11714	chr11:110096731-110096761	0	30	24	0.2	o1d3t9o11d13o21	Y	+	P	0.3
lnc_inter_chr10_8711	11688	11718	chr11:110096731-110096761	0	30	24	0.2	d3o7t9d13o17o27	Y	+	P	0.3
lnc_inter_chr10_8711	11690	11720	chr11:110096731-110096761	0	30	24	0.2	d3o5t9d13o15o25	Y	+	P	0.3
lnc_inter_chr10_8711	11692	11722	chr11:110096731-110096761	0	30	26	0.13	b3t9b13o23	Y	+	P	0.37
lnc_inter_chr10_8711	11694	11724	chr11:110096731-110096761	0	30	24	0.2	o1d3t9o11d13o21	Y	+	P	0.3
lnc_inter_chr10_8711	11698	11728	chr11:110096731-110096761	0	30	24	0.2	d3o7t9d13o17o27	Y	+	P	0.3
lnc_inter_chr10_8711	11700	11730	chr11:110096731-110096761	0	30	24	0.2	d3o5t9d13o15o25	Y	+	P	0.3
lnc_inter_chr10_8711	11702	11732	chr11:110096731-110096761	0	30	26	0.13	b3t9b13o23	Y	+	P	0.37
lnc_inter_chr10_8711	11704	11734	chr11:110096731-110096761	0	30	24	0.2	o1d3t9o11d13o21	Y	+	P	0.3
lnc_inter_chr10_8711	11706	11736	chr11:110096731-110096761	0	30	26	0.13	d3o9d13o19	Y	+	P	0.37
lnc_inter_chr10_8711	11708	11738	chr11:110096731-110096761	0	30	25	0.17	d3o7t9d13o17	Y	+	P	0.33
lnc_inter_chr10_8711	11710	11740	chr11:110096731-110096761	0	30	25	0.17	d3o5t9d13o15	Y	+	P	0.33
lnc_inter_chr10_8711	11712	11742	chr11:110096731-110096761	0	30	27	0.1	b3t9b13	Y	+	P	0.4
lnc_inter_chr10_8711	11714	11744	chr11:110096731-110096761	0	30	25	0.17	o1d3t9o11d13	Y	+	P	0.33
lnc_inter_chr10_8711	11716	11746	chr11:110096731-110096761	0	30	27	0.1	d3o9d13	Y	+	P	0.4
lnc_inter_chr10_8711	11718	11748	chr11:110096731-110096761	0	30	26	0.13	d3o7t9d13	Y	+	P	0.37
lnc_inter_chr10_8711	11720	11750	chr11:110096731-110096761	0	30	26	0.13	d3o5t9d13	Y	+	P	0.37
lnc_inter_chr10_8711	11722	11752	chr11:110096731-110096761	0	30	27	0.1	b3t9d13	Y	+	P	0.4
lnc_inter_chr10_8711	11724	11754	chr11:110096731-110096761	0	30	26	0.13	o1d3t9d13	Y	+	P	0.37
lnc_inter_chr10_8711	11726	11756	chr11:110096731-110096761	0	30	27	0.1	d3t9d13	Y	+	P	0.4
lnc_inter_chr10_8711	11728	11758	chr11:110096731-110096761	0	30	27	0.1	d3t9d13	Y	+	P	0.4
lnc_inter_chr10_8711	11730	11760	chr11:110096731-110096761	0	30	27	0.1	d3t9d13	Y	+	P	0.4
lnc_inter_chr10_8711	11732	11762	chr11:110096731-110096761	0	30	27	0.1	d3t9d13	Y	+	P	0.4
lnc_inter_chr10_8711	11734	11764	chr11:110096731-110096761	0	30	27	0.1	d3t9d13	Y	+	P	0.4
lnc_inter_chr10_8711	11736	11766	chr11:110096731-110096761	0	30	26	0.13	d3t9d13o28	Y	+	P	0.4
lnc_inter_chr10_8711	11738	11768	chr11:110096731-110096761	0	30	26	0.13	d3t9d13o26	Y	+	P	0.4
lnc_inter_chr10_8711	11740	11770	chr11:110096731-110096761	0	30	26	0.13	d3t9d13o24	Y	+	P	0.4
lnc_inter_chr10_8711	11742	11772	chr11:110096731-110096761	0	30	26	0.13	d3t9d13o22	Y	+	P	0.4
lnc_inter_chr10_8711	11744	11774	chr11:110096731-110096761	0	30	25	0.17	d3t9d13o20o28	Y	+	P	0.4
lnc_inter_chr10_8711	11746	11776	chr11:110096731-110096761	0	30	25	0.17	d3t9d13o18o26	Y	+	P	0.4
lnc_inter_chr10_8711	11748	11778	chr11:110096731-110096761	0	30	25	0.17	d3t9d13o16o24	Y	+	P	0.4
lnc_inter_chr10_8711	11750	11780	chr11:110096731-110096761	0	30	25	0.17	d3t9d13o14o22	Y	+	P	0.4
lnc_inter_chr10_8711	18410	18440	chr11:110096731-110096761	0	30	27	0.1	d3t9d13	M	+	P	0.4
lnc_inter_chr10_8711	18414	18444	chr11:110096731-110096761	0	30	26	0.13	d3t9d13o27	M	+	P	0.37
lnc_inter_chr10_8711	18418	18448	chr11:110096731-110096761	0	30	25	0.17	d3t9d13o23o27	M	+	P	0.33
lnc_inter_chr10_8711	18422	18452	chr11:110096731-110096761	0	30	24	0.2	d3t9d13o19o23o27	M	+	P	0.3
lnc_inter_chr10_8711	18429	18459	chr11:110096731-110096761	0	30	24	0.2	o1d3o5o9b13o17	M	+	A	0.3
lnc_inter_chr10_8711	18427	18457	chr11:110096731-110096761	0	30	24	0.2	b3o7t9o11d13o15	M	+	A	0.3
lnc_inter_chr10_8711	18425	18455	chr11:110096731-110096761	0	30	25	0.17	o1d3o5o9b13	M	+	A	0.33
lnc_inter_chr10_8711	18423	18453	chr11:110096731-110096761	0	30	25	0.17	b3o7t9o11d13	M	+	A	0.33
lnc_inter_chr10_8711	18421	18451	chr11:110096731-110096761	0	30	25	0.17	o1d3o5o9d13	M	+	A	0.33
lnc_inter_chr10_8711	18419	18449	chr11:110096731-110096761	0	30	26	0.13	b3o7t9d13	M	+	A	0.37
lnc_inter_chr10_8711	18417	18447	chr11:110096731-110096761	0	30	25	0.17	o1d3o5t9d13	M	+	A	0.33
lnc_inter_chr10_8711	18415	18445	chr11:110096731-110096761	0	30	27	0.1	b3t9d13	M	+	A	0.4
lnc_inter_chr10_8711	18413	18443	chr11:110096731-110096761	0	30	26	0.13	o1d3t9d13	M	+	A	0.37
