# RNA-ID	RBS-start	RBS-end	DNA-ID	DBS-start	DBS-end	Score	Error-rate	Errors                   	Motif	Strand	Orientation	Guanine-rate
lnc_inter_chr10_9222	531	561	chr13:104287294-104287324	0	30	24	0.2	o2t3t5t6t13t14	R	-	A	0.033
lnc_inter_chr10_9222	545	565	chr13:104287295-104287315	0	20	16	0.2	t1t5t12t13	R	-	A	0
lnc_inter_chr10_9222	544	565	chr13:104287295-104287316	0	21	17	0.19	t1t5t12t13	R	-	A	0
lnc_inter_chr10_9222	543	565	chr13:104287295-104287317	0	22	18	0.18	t1t5t12t13	R	-	A	0
lnc_inter_chr10_9222	542	565	chr13:104287295-104287318	0	23	19	0.17	t1t5t12t13	R	-	A	0
lnc_inter_chr10_9222	541	565	chr13:104287295-104287319	0	24	20	0.17	t1t5t12t13	R	-	A	0
lnc_inter_chr10_9222	540	565	chr13:104287295-104287320	0	25	21	0.16	t1t5t12t13	R	-	A	0
lnc_inter_chr10_9222	539	565	chr13:104287295-104287321	0	26	22	0.15	t1t5t12t13	R	-	A	0
lnc_inter_chr10_9222	534	562	chr13:104287296-104287324	0	28	24	0.14	t2t4t11t12	R	-	A	0.036
lnc_inter_chr10_9222	545	570	chr13:104287297-104287322	0	25	20	0.2	t3t10t11o20o21	R	-	A	0
lnc_inter_chr10_9222	544	570	chr13:104287297-104287323	0	26	21	0.19	t3t10t11o21o22	R	-	A	0
lnc_inter_chr10_9222	543	570	chr13:104287297-104287324	0	27	22	0.19	t3t10t11o22o23	R	-	A	0
lnc_inter_chr10_9222	542	569	chr13:104287297-104287324	0	27	22	0.19	t3t10t11o23o24	R	-	A	0
lnc_inter_chr10_9222	541	568	chr13:104287297-104287324	0	27	22	0.19	t3t10t11o24o25	R	-	A	0
lnc_inter_chr10_9222	538	565	chr13:104287297-104287324	0	27	24	0.11	t3t10t11	R	-	A	0
lnc_inter_chr10_9222	537	563	chr13:104287298-104287324	0	26	23	0.12	t2t9t10	R	-	A	0
lnc_inter_chr10_9222	532	558	chr13:104287298-104287324	0	26	22	0.15	o1t4t9t10	R	-	A	0.038
lnc_inter_chr10_9222	1821	1841	chr13:104287299-104287319	0	20	16	0.2	t3t13t17o18	R	-	A	0.15
lnc_inter_chr10_9222	535	560	chr13:104287299-104287324	0	25	23	0.08	t8t9	R	-	A	0.04
lnc_inter_chr10_9222	532	557	chr13:104287299-104287324	0	25	20	0.2	o1t2t4t8t9	R	-	A	0
lnc_inter_chr10_9222	530	555	chr13:104287299-104287324	0	25	20	0.2	o3t4t6t8t9	R	-	A	0.04
lnc_inter_chr10_9222	528	553	chr13:104287299-104287324	0	25	20	0.2	o1t3o5t6t9	R	-	A	0.04
lnc_inter_chr10_9222	550	570	chr13:104287301-104287321	0	20	16	0.2	t6t7o15o16	R	-	A	0
lnc_inter_chr10_9222	537	559	chr13:104287302-104287324	0	22	20	0.091	t5t6	R	-	A	0
lnc_inter_chr10_9222	528	550	chr13:104287302-104287324	0	22	18	0.18	o1t3o5t8	R	-	A	0.045
lnc_inter_chr10_9222	1785	1805	chr13:104287303-104287323	0	20	16	0.2	o2o4t5t16	R	-	A	0
lnc_inter_chr10_9222	535	556	chr13:104287303-104287324	0	21	18	0.14	t1t4t5	R	-	A	0
lnc_inter_chr10_9222	530	551	chr13:104287303-104287324	0	21	17	0.19	t1o3t5t6	R	-	A	0.048
lnc_inter_chr10_9222	2039	2059	chr13:104287324-104287344	0	20	16	0.2	t1b9d13o15	Y	+	P	0.8
lnc_inter_chr10_9222	2038	2059	chr13:104287327-104287348	0	21	17	0.19	d6b10o16t17	Y	+	P	0.81
lnc_inter_chr10_9222	2038	2058	chr13:104287328-104287348	0	20	16	0.2	d5d9o10o16	Y	+	P	0.8
lnc_inter_chr10_9222	549	570	chr13:104287407-104287428	0	21	17	0.19	t7t12o16o17	R	-	A	0
lnc_inter_chr10_9222	1817	1838	chr13:104287407-104287428	0	21	17	0.19	o2o3t5t13	R	-	A	0.14
lnc_inter_chr10_9222	548	570	chr13:104287407-104287429	0	22	18	0.18	t7t12o17o18	R	-	A	0
lnc_inter_chr10_9222	542	565	chr13:104287407-104287430	0	23	20	0.13	t7t12t17	R	-	A	0
lnc_inter_chr10_9222	545	570	chr13:104287407-104287432	0	25	20	0.2	t7t12t17o20o21	R	-	A	0
lnc_inter_chr10_9222	544	569	chr13:104287407-104287432	0	25	20	0.2	t7t12t17o21o22	R	-	A	0
lnc_inter_chr10_9222	543	568	chr13:104287407-104287432	0	25	20	0.2	t7t12t17o22o23	R	-	A	0
lnc_inter_chr10_9222	539	564	chr13:104287407-104287432	0	25	22	0.12	t7t12t17	R	-	A	0
lnc_inter_chr10_9222	537	565	chr13:104287407-104287435	0	28	24	0.14	t7t12t17t25	R	-	A	0
lnc_inter_chr10_9222	541	570	chr13:104287407-104287436	0	29	24	0.17	t7t12t17o24o25	R	-	A	0
lnc_inter_chr10_9222	540	570	chr13:104287407-104287437	0	30	25	0.17	t7t12t17o25o26	R	-	A	0
lnc_inter_chr10_9222	538	568	chr13:104287407-104287437	0	30	24	0.2	t7t12t17t25o27o28	R	-	A	0
lnc_inter_chr10_9222	535	565	chr13:104287407-104287437	0	30	25	0.17	t1t7t12t17t25	R	-	A	0
lnc_inter_chr10_9222	1785	1805	chr13:104287408-104287428	0	20	16	0.2	o2o4t6t11	R	-	A	0.05
lnc_inter_chr10_9222	1790	1812	chr13:104287408-104287430	0	22	18	0.18	t6o15t18t20	R	-	A	0.091
lnc_inter_chr10_9222	537	565	chr13:104287408-104287436	0	28	24	0.14	t6t11t16t24	R	-	A	0
lnc_inter_chr10_9222	535	564	chr13:104287408-104287437	0	29	24	0.17	t1t6t11t16t24	R	-	A	0
lnc_inter_chr10_9222	538	568	chr13:104287409-104287439	0	30	24	0.2	t5t10t15t23o27o28	R	-	A	0
lnc_inter_chr10_9222	535	565	chr13:104287409-104287439	0	30	24	0.2	t1t5t10t15t23t28	R	-	A	0
lnc_inter_chr10_9222	539	569	chr13:104287410-104287440	0	30	24	0.2	t4t9t14t22o26o27	R	-	A	0
lnc_inter_chr10_9222	538	568	chr13:104287410-104287440	0	30	24	0.2	t4t9t14t22o27o28	R	-	A	0
lnc_inter_chr10_9222	535	565	chr13:104287410-104287440	0	30	24	0.2	t1t4t9t14t22t27	R	-	A	0
lnc_inter_chr10_9222	532	562	chr13:104287410-104287440	0	30	24	0.2	o1t2t9t14t22t27	R	-	A	0.033
lnc_inter_chr10_9222	1821	1841	chr13:104287411-104287431	0	20	16	0.2	t1t9t17o18	R	-	A	0.15
lnc_inter_chr10_9222	540	570	chr13:104287411-104287441	0	30	24	0.2	t3t8t13t21o25o26	R	-	A	0
lnc_inter_chr10_9222	539	569	chr13:104287411-104287441	0	30	24	0.2	t3t8t13t21o26o27	R	-	A	0
lnc_inter_chr10_9222	535	565	chr13:104287411-104287441	0	30	24	0.2	t1t3t8t13t21t26	R	-	A	0
lnc_inter_chr10_9222	528	558	chr13:104287411-104287441	0	30	24	0.2	o1o5t6t13t21t26	R	-	A	0.067
lnc_inter_chr10_9222	540	570	chr13:104287412-104287442	0	30	24	0.2	t2t7t12t20o25o26	R	-	A	0
lnc_inter_chr10_9222	535	565	chr13:104287412-104287442	0	30	24	0.2	t1t2t7t12t20t25	R	-	A	0
lnc_inter_chr10_9222	532	562	chr13:104287412-104287442	0	30	24	0.2	o1t4t7t12t20t25	R	-	A	0.033
lnc_inter_chr10_9222	535	564	chr13:104287413-104287442	0	29	25	0.14	t6t11t19t24	R	-	A	0.034
lnc_inter_chr10_9222	530	559	chr13:104287413-104287442	0	29	24	0.17	o3t4t11t19t24	R	-	A	0.069
lnc_inter_chr10_9222	534	564	chr13:104287414-104287444	0	30	24	0.2	t2t5t10t18t23t28	R	-	A	0.033
lnc_inter_chr10_9222	531	561	chr13:104287414-104287444	0	30	24	0.2	o2t3t10t18t23t28	R	-	A	0.067
lnc_inter_chr10_9222	539	569	chr13:104287415-104287445	0	30	24	0.2	t4t9t17t22o26o27	R	-	A	0
lnc_inter_chr10_9222	538	568	chr13:104287415-104287445	0	30	24	0.2	t4t9t17t22o27o28	R	-	A	0
lnc_inter_chr10_9222	535	565	chr13:104287415-104287445	0	30	24	0.2	t1t4t9t17t22t27	R	-	A	0
lnc_inter_chr10_9222	532	562	chr13:104287415-104287445	0	30	24	0.2	o1t2t9t17t22t27	R	-	A	0.033
lnc_inter_chr10_9222	537	565	chr13:104287416-104287444	0	28	23	0.18	t3t8t16t21t26	R	-	A	0
lnc_inter_chr10_9222	540	570	chr13:104287416-104287446	0	30	24	0.2	t3t8t16t21o25o26	R	-	A	0
lnc_inter_chr10_9222	539	569	chr13:104287416-104287446	0	30	24	0.2	t3t8t16t21o26o27	R	-	A	0
lnc_inter_chr10_9222	535	565	chr13:104287416-104287446	0	30	24	0.2	t1t3t8t16t21t26	R	-	A	0
lnc_inter_chr10_9222	528	558	chr13:104287416-104287446	0	30	24	0.2	o1o5t6t16t21t26	R	-	A	0.067
lnc_inter_chr10_9222	540	570	chr13:104287417-104287447	0	30	24	0.2	t2t7t15t20o25o26	R	-	A	0
lnc_inter_chr10_9222	535	565	chr13:104287417-104287447	0	30	24	0.2	t1t2t7t15t20t25	R	-	A	0
lnc_inter_chr10_9222	532	562	chr13:104287417-104287447	0	30	24	0.2	o1t4t7t15t20t25	R	-	A	0.033
lnc_inter_chr10_9222	535	565	chr13:104287418-104287448	0	30	26	0.13	t6t14t19t24	R	-	A	0.033
lnc_inter_chr10_9222	530	560	chr13:104287418-104287448	0	30	25	0.17	o3t4t14t19t24	R	-	A	0.067
lnc_inter_chr10_9222	534	564	chr13:104287419-104287449	0	30	25	0.17	t2t5t13t18t23	R	-	A	0.033
lnc_inter_chr10_9222	531	561	chr13:104287419-104287449	0	30	25	0.17	o2t3t13t18t23	R	-	A	0.067
lnc_inter_chr10_9222	540	570	chr13:104287420-104287450	0	30	24	0.2	t4t12t17t22o25o26	R	-	A	0
lnc_inter_chr10_9222	539	569	chr13:104287420-104287450	0	30	24	0.2	t4t12t17t22o26o27	R	-	A	0
lnc_inter_chr10_9222	538	568	chr13:104287420-104287450	0	30	24	0.2	t4t12t17t22o27o28	R	-	A	0
lnc_inter_chr10_9222	535	565	chr13:104287420-104287450	0	30	25	0.17	t1t4t12t17t22	R	-	A	0
lnc_inter_chr10_9222	532	562	chr13:104287420-104287450	0	30	25	0.17	o1t2t12t17t22	R	-	A	0.033
lnc_inter_chr10_9222	530	560	chr13:104287420-104287450	0	30	24	0.2	t1o3t6t12t17t22	R	-	A	0.033
lnc_inter_chr10_9222	1790	1810	chr13:104287421-104287441	0	20	17	0.15	t3o15t18	R	-	A	0.1
lnc_inter_chr10_9222	537	565	chr13:104287421-104287449	0	28	24	0.14	t3t11t16t21	R	-	A	0
lnc_inter_chr10_9222	540	570	chr13:104287421-104287451	0	30	24	0.2	t3t11t16t21o25o26	R	-	A	0
lnc_inter_chr10_9222	539	569	chr13:104287421-104287451	0	30	24	0.2	t3t11t16t21o26o27	R	-	A	0
lnc_inter_chr10_9222	538	568	chr13:104287421-104287451	0	30	24	0.2	t3t11t16t21o27o28	R	-	A	0
lnc_inter_chr10_9222	535	565	chr13:104287421-104287451	0	30	25	0.17	t1t3t11t16t21	R	-	A	0
lnc_inter_chr10_9222	540	570	chr13:104287422-104287452	0	30	24	0.2	t2t10t15t20o25o26	R	-	A	0
lnc_inter_chr10_9222	539	569	chr13:104287422-104287452	0	30	24	0.2	t2t10t15t20o26o27	R	-	A	0
lnc_inter_chr10_9222	538	568	chr13:104287422-104287452	0	30	24	0.2	t2t10t15t20o27o28	R	-	A	0
lnc_inter_chr10_9222	535	565	chr13:104287422-104287452	0	30	25	0.17	t1t2t10t15t20	R	-	A	0
lnc_inter_chr10_9222	532	562	chr13:104287422-104287452	0	30	25	0.17	o1t4t10t15t20	R	-	A	0.033
lnc_inter_chr10_9222	540	570	chr13:104287423-104287453	0	30	24	0.2	t1t9t14t19o25o26	R	-	A	0
lnc_inter_chr10_9222	539	569	chr13:104287423-104287453	0	30	24	0.2	t1t9t14t19o26o27	R	-	A	0
lnc_inter_chr10_9222	538	568	chr13:104287423-104287453	0	30	24	0.2	t1t9t14t19o27o28	R	-	A	0
lnc_inter_chr10_9222	535	565	chr13:104287423-104287453	0	30	27	0.1	t9t14t19	R	-	A	0.033
lnc_inter_chr10_9222	532	562	chr13:104287423-104287453	0	30	24	0.2	o1t2t4t9t14t19	R	-	A	0
lnc_inter_chr10_9222	530	560	chr13:104287423-104287453	0	30	24	0.2	o3t4t6t9t14t19	R	-	A	0.033
lnc_inter_chr10_9222	534	564	chr13:104287424-104287454	0	30	26	0.13	t2t8t13t18	R	-	A	0.033
lnc_inter_chr10_9222	531	561	chr13:104287424-104287454	0	30	24	0.2	o2t3t5t8t13t18	R	-	A	0.033
lnc_inter_chr10_9222	1817	1838	chr13:104287425-104287446	0	21	17	0.19	o2o3t5t13	R	-	A	0.14
lnc_inter_chr10_9222	541	570	chr13:104287425-104287454	0	29	24	0.17	t7t12t17o24o25	R	-	A	0
lnc_inter_chr10_9222	540	570	chr13:104287425-104287455	0	30	25	0.17	t7t12t17o25o26	R	-	A	0
lnc_inter_chr10_9222	539	569	chr13:104287425-104287455	0	30	25	0.17	t7t12t17o26o27	R	-	A	0
lnc_inter_chr10_9222	538	568	chr13:104287425-104287455	0	30	25	0.17	t7t12t17o27o28	R	-	A	0
lnc_inter_chr10_9222	535	565	chr13:104287425-104287455	0	30	26	0.13	t1t7t12t17	R	-	A	0
lnc_inter_chr10_9222	532	562	chr13:104287425-104287455	0	30	24	0.2	o1t2t4t7t12t17	R	-	A	0
lnc_inter_chr10_9222	1785	1805	chr13:104287426-104287446	0	20	16	0.2	o2o4t6t11	R	-	A	0.05
lnc_inter_chr10_9222	1790	1815	chr13:104287426-104287451	0	25	20	0.2	t6o15t18t20t22	R	-	A	0.08
lnc_inter_chr10_9222	537	565	chr13:104287426-104287454	0	28	25	0.11	t6t11t16	R	-	A	0
lnc_inter_chr10_9222	540	570	chr13:104287426-104287456	0	30	25	0.17	t6t11t16o25o26	R	-	A	0
lnc_inter_chr10_9222	539	569	chr13:104287426-104287456	0	30	25	0.17	t6t11t16o26o27	R	-	A	0
lnc_inter_chr10_9222	538	568	chr13:104287426-104287456	0	30	25	0.17	t6t11t16o27o28	R	-	A	0
lnc_inter_chr10_9222	535	565	chr13:104287426-104287456	0	30	26	0.13	t1t6t11t16	R	-	A	0
lnc_inter_chr10_9222	532	562	chr13:104287426-104287456	0	30	24	0.2	o1t2t4t6t11t16	R	-	A	0
lnc_inter_chr10_9222	530	560	chr13:104287426-104287456	0	30	25	0.17	t1o3t4t11t16	R	-	A	0.033
lnc_inter_chr10_9222	528	558	chr13:104287426-104287456	0	30	24	0.2	o1t3o5t8t11t16	R	-	A	0.033
lnc_inter_chr10_9222	540	570	chr13:104287427-104287457	0	30	25	0.17	t5t10t15o25o26	R	-	A	0
lnc_inter_chr10_9222	539	569	chr13:104287427-104287457	0	30	25	0.17	t5t10t15o26o27	R	-	A	0
lnc_inter_chr10_9222	538	568	chr13:104287427-104287457	0	30	25	0.17	t5t10t15o27o28	R	-	A	0
lnc_inter_chr10_9222	535	565	chr13:104287427-104287457	0	30	26	0.13	t1t5t10t15	R	-	A	0
lnc_inter_chr10_9222	532	562	chr13:104287427-104287457	0	30	24	0.2	o1t2t4t5t10t15	R	-	A	0
lnc_inter_chr10_9222	540	570	chr13:104287428-104287458	0	30	25	0.17	t4t9t14o25o26	R	-	A	0
lnc_inter_chr10_9222	539	569	chr13:104287428-104287458	0	30	25	0.17	t4t9t14o26o27	R	-	A	0
lnc_inter_chr10_9222	538	568	chr13:104287428-104287458	0	30	25	0.17	t4t9t14o27o28	R	-	A	0
lnc_inter_chr10_9222	535	565	chr13:104287428-104287458	0	30	26	0.13	t1t4t9t14	R	-	A	0
lnc_inter_chr10_9222	532	562	chr13:104287428-104287458	0	30	26	0.13	o1t2t9t14	R	-	A	0.033
lnc_inter_chr10_9222	530	560	chr13:104287428-104287458	0	30	25	0.17	t1o3t6t9t14	R	-	A	0.033
lnc_inter_chr10_9222	1821	1841	chr13:104287429-104287449	0	20	16	0.2	t1t9t17o18	R	-	A	0.15
lnc_inter_chr10_9222	535	564	chr13:104287429-104287458	0	29	25	0.14	t1t3t8t13	R	-	A	0
lnc_inter_chr10_9222	528	557	chr13:104287429-104287458	0	29	25	0.14	o1o5t6t13	R	-	A	0.069
lnc_inter_chr10_9222	535	563	chr13:104287430-104287458	0	28	24	0.14	t1t2t7t12	R	-	A	0
lnc_inter_chr10_9222	532	559	chr13:104287431-104287458	0	27	22	0.19	o1t2t4t6t11	R	-	A	0
lnc_inter_chr10_9222	528	555	chr13:104287431-104287458	0	27	22	0.19	o1t3o5t8t11	R	-	A	0.037
lnc_inter_chr10_9222	1785	1805	chr13:104287433-104287453	0	20	16	0.2	o2o4t9t16	R	-	A	0
lnc_inter_chr10_9222	537	561	chr13:104287434-104287458	0	24	22	0.083	t3t8	R	-	A	0
lnc_inter_chr10_9222	528	552	chr13:104287434-104287458	0	24	21	0.12	o1o5t6	R	-	A	0.083
lnc_inter_chr10_9222	1785	1805	chr13:104287435-104287455	0	20	16	0.2	o2o4t7t16	R	-	A	0
lnc_inter_chr10_9222	535	558	chr13:104287435-104287458	0	23	20	0.13	t1t2t7	R	-	A	0
lnc_inter_chr10_9222	532	554	chr13:104287436-104287458	0	22	18	0.18	o1t2t4t6	R	-	A	0
lnc_inter_chr10_9222	528	550	chr13:104287436-104287458	0	22	18	0.18	o1t3o5t8	R	-	A	0.045
lnc_inter_chr10_9222	1785	1805	chr13:104287438-104287458	0	20	17	0.15	o2o4t16	R	-	A	0
lnc_inter_chr10_9222	535	556	chr13:104287572-104287593	0	21	17	0.19	t5t10d12t14	R	+	A	0.048
lnc_inter_chr10_9222	1813	1834	chr13:104287573-104287594	0	21	17	0.19	t3d11o13o14	R	+	A	0.14
lnc_inter_chr10_9222	1797	1819	chr13:104287574-104287596	0	22	18	0.18	t6d10o13d20	R	+	A	0.18
lnc_inter_chr10_9222	1072	1092	chr13:104287765-104287785	0	20	16	0.2	t5t6o11o17	R	-	A	0.45
lnc_inter_chr10_9222	241	261	chr13:104287773-104287793	0	20	16	0.2	t3t10o11o17	R	-	A	0.5
lnc_inter_chr10_9222	1069	1094	chr13:104287796-104287821	0	25	20	0.2	t8t13o14t19o20	R	-	A	0.48
lnc_inter_chr10_9222	530	560	chr14:20480400-20480430	0	30	25	0.17	d1o3d5t7t9	R	-	A	0.067
lnc_inter_chr10_9222	532	562	chr14:20480402-20480432	0	30	26	0.13	o1d3t5t7	R	-	A	0.067
lnc_inter_chr10_9222	1141	1161	chr14:20480403-20480423	0	20	16	0.2	d2o10t12t15	R	-	A	0.2
lnc_inter_chr10_9222	530	560	chr14:20480403-20480433	0	30	28	0.067	d2o3	R	-	A	0.1
lnc_inter_chr10_9222	528	558	chr14:20480403-20480433	0	30	25	0.17	o1d2t4o5t8	R	-	A	0.067
lnc_inter_chr10_9222	534	564	chr14:20480404-20480434	0	30	27	0.1	d1t3t5	R	-	A	0.067
lnc_inter_chr10_9222	531	561	chr14:20480404-20480434	0	30	28	0.067	d1o2	R	-	A	0.1
lnc_inter_chr10_9222	536	565	chr14:20480406-20480435	0	29	27	0.069	t1t3	R	-	A	0.034
lnc_inter_chr10_9222	531	561	chr14:20480406-20480436	0	30	27	0.1	t1o2t5	R	-	A	0.067
lnc_inter_chr10_9222	536	565	chr14:20480407-20480436	0	29	28	0.034	t2	R	-	A	0.034
lnc_inter_chr10_9222	534	564	chr14:20480407-20480437	0	30	30	0	_	R	-	A	0.067
lnc_inter_chr10_9222	531	561	chr14:20480407-20480437	0	30	27	0.1	o2t3t5	R	-	A	0.033
lnc_inter_chr10_9222	550	570	chr14:20480408-20480428	0	20	17	0.15	t1o15o16	R	-	A	0
lnc_inter_chr10_9222	1788	1808	chr14:20480408-20480428	0	20	16	0.2	o1t13o17t18	R	-	A	0
lnc_inter_chr10_9222	1785	1805	chr14:20480408-20480428	0	20	16	0.2	t1o2o4t16	R	-	A	0
lnc_inter_chr10_9222	549	570	chr14:20480408-20480429	0	21	18	0.14	t1o16o17	R	-	A	0
lnc_inter_chr10_9222	548	570	chr14:20480408-20480430	0	22	19	0.14	t1o17o18	R	-	A	0
lnc_inter_chr10_9222	547	570	chr14:20480408-20480431	0	23	20	0.13	t1o18o19	R	-	A	0
lnc_inter_chr10_9222	546	570	chr14:20480408-20480432	0	24	21	0.12	t1o19o20	R	-	A	0
lnc_inter_chr10_9222	545	570	chr14:20480408-20480433	0	25	22	0.12	t1o20o21	R	-	A	0
lnc_inter_chr10_9222	544	570	chr14:20480408-20480434	0	26	23	0.12	t1o21o22	R	-	A	0
lnc_inter_chr10_9222	543	570	chr14:20480408-20480435	0	27	24	0.11	t1o22o23	R	-	A	0
lnc_inter_chr10_9222	542	570	chr14:20480408-20480436	0	28	25	0.11	t1o23o24	R	-	A	0
lnc_inter_chr10_9222	541	570	chr14:20480408-20480437	0	29	26	0.1	t1o24o25	R	-	A	0
lnc_inter_chr10_9222	540	570	chr14:20480408-20480438	0	30	27	0.1	t1o25o26	R	-	A	0
lnc_inter_chr10_9222	539	569	chr14:20480408-20480438	0	30	27	0.1	t1o26o27	R	-	A	0
lnc_inter_chr10_9222	538	568	chr14:20480408-20480438	0	30	27	0.1	t1o27o28	R	-	A	0
lnc_inter_chr10_9222	535	565	chr14:20480408-20480438	0	30	30	0	_	R	-	A	0.033
lnc_inter_chr10_9222	532	562	chr14:20480408-20480438	0	30	27	0.1	o1t2t4	R	-	A	0
lnc_inter_chr10_9222	530	560	chr14:20480408-20480438	0	30	27	0.1	o3t4t6	R	-	A	0.033
lnc_inter_chr10_9222	528	558	chr14:20480408-20480438	0	30	25	0.17	o1t3o5t6t8	R	-	A	0
lnc_inter_chr10_9222	534	564	chr14:20480409-20480439	0	30	29	0.033	t2	R	-	A	0.033
lnc_inter_chr10_9222	531	561	chr14:20480409-20480439	0	30	27	0.1	o2t3t5	R	-	A	0.033
lnc_inter_chr10_9222	1790	1810	chr14:20480410-20480430	0	20	16	0.2	t11o15t16t18	R	-	A	0
lnc_inter_chr10_9222	1788	1808	chr14:20480410-20480430	0	20	16	0.2	o1t13o17t18	R	-	A	0
lnc_inter_chr10_9222	1785	1805	chr14:20480410-20480430	0	20	17	0.15	o2o4t16	R	-	A	0
lnc_inter_chr10_9222	541	570	chr14:20480410-20480439	0	29	27	0.069	o24o25	R	-	A	0
lnc_inter_chr10_9222	540	570	chr14:20480410-20480440	0	30	28	0.067	o25o26	R	-	A	0
lnc_inter_chr10_9222	539	569	chr14:20480410-20480440	0	30	28	0.067	o26o27	R	-	A	0
lnc_inter_chr10_9222	538	568	chr14:20480410-20480440	0	30	28	0.067	o27o28	R	-	A	0
lnc_inter_chr10_9222	535	565	chr14:20480410-20480440	0	30	29	0.033	t1	R	-	A	0
lnc_inter_chr10_9222	532	562	chr14:20480410-20480440	0	30	27	0.1	o1t2t4	R	-	A	0
lnc_inter_chr10_9222	530	560	chr14:20480410-20480440	0	30	26	0.13	t1o3t4t6	R	-	A	0
lnc_inter_chr10_9222	528	558	chr14:20480410-20480440	0	30	25	0.17	o1t3o5t6t8	R	-	A	0
lnc_inter_chr10_9222	1790	1810	chr14:20480411-20480431	0	20	16	0.2	t11o15t16t18	R	-	A	0
lnc_inter_chr10_9222	1788	1808	chr14:20480411-20480431	0	20	16	0.2	o1t13o17t18	R	-	A	0
lnc_inter_chr10_9222	1785	1805	chr14:20480411-20480431	0	20	17	0.15	o2o4t16	R	-	A	0
lnc_inter_chr10_9222	537	565	chr14:20480411-20480439	0	28	28	0	_	R	-	A	0
lnc_inter_chr10_9222	540	570	chr14:20480411-20480441	0	30	28	0.067	o25o26	R	-	A	0
lnc_inter_chr10_9222	539	569	chr14:20480411-20480441	0	30	28	0.067	o26o27	R	-	A	0
lnc_inter_chr10_9222	538	568	chr14:20480411-20480441	0	30	28	0.067	o27o28	R	-	A	0
lnc_inter_chr10_9222	535	565	chr14:20480411-20480441	0	30	29	0.033	t1	R	-	A	0
lnc_inter_chr10_9222	532	562	chr14:20480411-20480441	0	30	27	0.1	o1t2t4	R	-	A	0
lnc_inter_chr10_9222	530	560	chr14:20480411-20480441	0	30	26	0.13	t1o3t4t6	R	-	A	0
lnc_inter_chr10_9222	528	558	chr14:20480411-20480441	0	30	25	0.17	o1t3o5t6t8	R	-	A	0
lnc_inter_chr10_9222	1790	1810	chr14:20480412-20480432	0	20	16	0.2	t11o15t16t18	R	-	A	0
lnc_inter_chr10_9222	1788	1808	chr14:20480412-20480432	0	20	16	0.2	o1t13o17t18	R	-	A	0
lnc_inter_chr10_9222	1785	1805	chr14:20480412-20480432	0	20	17	0.15	o2o4t16	R	-	A	0
lnc_inter_chr10_9222	540	570	chr14:20480412-20480442	0	30	28	0.067	o25o26	R	-	A	0
lnc_inter_chr10_9222	539	569	chr14:20480412-20480442	0	30	28	0.067	o26o27	R	-	A	0
lnc_inter_chr10_9222	538	568	chr14:20480412-20480442	0	30	28	0.067	o27o28	R	-	A	0
lnc_inter_chr10_9222	535	565	chr14:20480412-20480442	0	30	29	0.033	t1	R	-	A	0
lnc_inter_chr10_9222	532	562	chr14:20480412-20480442	0	30	27	0.1	o1t2t4	R	-	A	0
lnc_inter_chr10_9222	530	560	chr14:20480412-20480442	0	30	26	0.13	t1o3t4t6	R	-	A	0
lnc_inter_chr10_9222	528	558	chr14:20480412-20480442	0	30	25	0.17	o1t3o5t6t8	R	-	A	0
lnc_inter_chr10_9222	1790	1810	chr14:20480413-20480433	0	20	16	0.2	t11o15t16t18	R	-	A	0
lnc_inter_chr10_9222	1788	1808	chr14:20480413-20480433	0	20	16	0.2	o1t13o17t18	R	-	A	0
lnc_inter_chr10_9222	1785	1805	chr14:20480413-20480433	0	20	17	0.15	o2o4t16	R	-	A	0
lnc_inter_chr10_9222	540	570	chr14:20480413-20480443	0	30	28	0.067	o25o26	R	-	A	0
lnc_inter_chr10_9222	539	569	chr14:20480413-20480443	0	30	28	0.067	o26o27	R	-	A	0
lnc_inter_chr10_9222	538	568	chr14:20480413-20480443	0	30	28	0.067	o27o28	R	-	A	0
lnc_inter_chr10_9222	535	565	chr14:20480413-20480443	0	30	29	0.033	t1	R	-	A	0
lnc_inter_chr10_9222	532	562	chr14:20480413-20480443	0	30	27	0.1	o1t2t4	R	-	A	0
lnc_inter_chr10_9222	530	560	chr14:20480413-20480443	0	30	26	0.13	t1o3t4t6	R	-	A	0
lnc_inter_chr10_9222	528	558	chr14:20480413-20480443	0	30	25	0.17	o1t3o5t6t8	R	-	A	0
lnc_inter_chr10_9222	1790	1810	chr14:20480414-20480434	0	20	16	0.2	t11o15t16t18	R	-	A	0
lnc_inter_chr10_9222	1788	1808	chr14:20480414-20480434	0	20	16	0.2	o1t13o17t18	R	-	A	0
lnc_inter_chr10_9222	1785	1805	chr14:20480414-20480434	0	20	17	0.15	o2o4t16	R	-	A	0
lnc_inter_chr10_9222	540	570	chr14:20480414-20480444	0	30	28	0.067	o25o26	R	-	A	0
lnc_inter_chr10_9222	539	569	chr14:20480414-20480444	0	30	28	0.067	o26o27	R	-	A	0
lnc_inter_chr10_9222	538	568	chr14:20480414-20480444	0	30	28	0.067	o27o28	R	-	A	0
lnc_inter_chr10_9222	535	565	chr14:20480414-20480444	0	30	29	0.033	t1	R	-	A	0
lnc_inter_chr10_9222	532	562	chr14:20480414-20480444	0	30	27	0.1	o1t2t4	R	-	A	0
lnc_inter_chr10_9222	530	560	chr14:20480414-20480444	0	30	26	0.13	t1o3t4t6	R	-	A	0
